,time,mig,fst
0,100,0.0,0.134727539238
1,100,0.0,0.117155911405
2,100,0.0,0.395238087357
3,100,0.0,0.283272972344
4,100,0.0,0.269462762925
5,100,0.0,0.0193886282596
6,100,0.0,0.425201159275
7,100,0.0,1.38777878078e-16
8,100,0.0,0.0336028342247
9,100,0.0,0.129913026693
10,100,0.0,0.164444312265
11,100,0.0,0.0206685971686
12,100,0.0,0.255336902863
13,100,0.0,0.162220364405
14,100,0.0,0.110825432702
15,100,0.0,0.121988671669
16,100,0.0,0.320423387247
17,100,0.0,0.114934599292
18,100,0.0,0.044903567748
19,100,0.0,0.178838591246
20,100,0.0,0.00955782312925
21,100,0.0,0.148711764572
22,100,0.0,0.144347231189
23,100,0.0,0.092345459007
24,100,0.0,0.251715670648
25,100,0.0,0.295015846121
26,100,0.0,0.0656249454229
27,100,0.0,0.385938983722
28,100,0.0,0.255063690701
29,100,0.0,0.0244444693075
30,100,0.0,0.1595255963
31,100,0.0,0.0749150265342
32,100,0.0,0.0340288924559
33,100,0.0,0.170275981288
34,100,0.0,0.262593595296
35,100,0.0,0.252611581
36,100,0.0,0.0733858277924
37,100,0.0,0.388872123628
38,100,0.0,0.0605498576955
39,100,0.0,0.209726730508
40,100,0.0,0.24328870918
41,100,0.0,0.0619118639253
42,100,0.0,0.116308571017
43,100,0.0,0.00805984555985
44,100,0.0,0.272949562811
45,100,0.0,0.0172132281721
46,100,0.0,0.273501535833
47,100,0.0,0.220296817412
48,100,0.0,1.38777878078e-16
49,100,0.0,0.211064594805
50,100,0.0,0.0669788849974
51,100,0.0,1.38777878078e-16
52,100,0.0,0.262208952177
53,100,0.0,0.0484119753783
54,100,0.0,0.319556652515
55,100,0.0,0.207601040438
56,100,0.0,0.119101420238
57,100,0.0,0.112352050643
58,100,0.0,0.124822520352
59,100,0.0,0.156291684126
60,100,0.0,0.228698979592
61,100,0.0,0.109438662002
62,100,0.0,0.0981311150978
63,100,0.0,0.137017245465
64,100,0.0,0.0445575213427
65,100,0.0,0.0555555555556
66,100,0.0,0.285538772638
67,100,0.0,0.185617140784
68,100,0.0,0.172090469874
69,100,0.0,0.213321808656
70,100,0.0,0.0537894802362
71,100,0.0,0.11383664153
72,100,0.0,0.204645724053
73,100,0.0,0.117151756602
74,100,0.0,0.465350340287
75,100,0.0,0.180691182746
76,100,0.0,0.0980783312806
77,100,0.0,1.45386348463e-16
78,100,0.0,0.0296803652968
79,100,0.0,0.266886702098
80,100,0.0,0.126616054986
81,100,0.0,1.38777878078e-16
82,100,0.0,0.0709128812815
83,100,0.0,0.0801592628055
84,100,0.0,0.219910509861
85,100,0.0,0.0178571428571
86,100,0.0,0.304921038578
87,100,0.0,0.413449400524
88,100,0.0,0.316151232333
89,100,0.0,0.104962934431
90,100,0.0,0.115127213468
91,100,0.0,0.0909035634449
92,100,0.0,0.0327110952579
93,100,0.0,0.291841009312
94,100,0.0,0.0470029590038
95,100,0.0,0.0767723837344
96,100,0.0,0.0646876550602
97,100,0.0,0.131778324683
98,100,0.0,0.147474204814
99,100,0.0,0.138522169005
100,100,0.0,0.0193379832028
101,100,0.0,0.199243689406
102,100,0.0,0.0398389769419
103,100,0.0,0.0659153209838
104,100,0.0,0.135526044406
105,100,0.0,0.376989410175
106,100,0.0,0.0145290635008
107,100,0.0,0.0463655124971
108,100,0.0,0.181815204136
109,100,0.0,0.15873434629
110,100,0.0,0.15571973125
111,100,0.0,0.059824913275
112,100,0.0,0.0516693371104
113,100,0.0,0.0137638512316
114,100,0.0,0.168163492269
115,100,0.0,0.238739102526
116,100,0.0,0.044652277668
117,100,0.0,0.0866985420613
118,100,0.0,0.1295951069
119,100,0.0,0.206792353355
120,100,0.0,0.168204509835
121,100,0.0,0.0356097435266
122,100,0.0,0.0840209114738
123,100,0.0,0.102828534411
124,100,0.0,0.169578992173
125,100,0.0,0.176781214578
126,100,0.0,0.0940839778677
127,100,0.0,0.231861000285
128,100,0.0,0.0494204850986
129,100,0.0,0.0350877763799
130,100,0.0,0.187236259606
131,100,0.0,0.00997425997426
132,100,0.0,0.19646353422
133,100,0.0,0.245475246533
134,100,0.0,0.237337870784
135,100,0.0,0.1875
136,100,0.0,0.117647058824
137,100,0.0,0.0389235624339
138,100,0.0,0.109345220174
139,100,0.0,0.036827396657
140,100,0.0,0.191681045081
141,100,0.0,0.173176151313
142,100,0.0,0.119432277809
143,100,0.0,0.166695322321
144,100,0.0,0.185394496318
145,100,0.0,0.0964130796502
146,100,0.0,0.183345330033
147,100,0.0,1.38777878078e-16
148,100,0.0,0.0389034789315
149,100,0.0,0.0417973399361
150,100,0.0,0.125072863886
151,100,0.0,0.298812965833
152,100,0.0,0.0914010311891
153,100,0.0,0.380335402849
154,100,0.0,0.0214780991037
155,100,0.0,0.234587613441
156,100,0.0,0.234074554419
157,100,0.0,0.19452742963
158,100,0.0,0.0525794878139
159,100,0.0,0.171561011997
160,100,0.0,0.0356314944228
161,100,0.0,0.309456361903
162,100,0.0,0.149255186425
163,100,0.0,0.252733829229
164,100,0.0,0.226758956083
165,100,0.0,0.173935297095
166,100,0.0,0.0184382633362
167,100,0.0,0.180758594505
168,100,0.0,0.0163787969029
169,100,0.0,0.0892728761943
170,100,0.0,0.170245474251
171,100,0.0,0.21839087132
172,100,0.0,0.0358278383656
173,100,0.0,0.0486359484557
174,100,0.0,0.103680281142
175,100,0.0,0.213320872303
176,100,0.0,0.186852182962
177,100,0.0,0.261843273617
178,100,0.0,0.147549857135
179,100,0.0,0.2408423677
180,100,0.0,0.177273646255
181,100,0.0,0.188374678158
182,100,0.0,0.281186323953
183,100,0.0,0.252771840217
184,100,0.0,0.264788332358
185,100,0.0,0.0688563558703
186,100,0.0,0.0800754458162
187,100,0.0,0.0639252458705
188,100,0.0,0.421908476565
189,100,0.0,0.244321454771
190,100,0.0,0.333490231728
