,sel,mig,pibin,pifreq
1153,0.048,0.002,23,992
1154,0.048,0.002,24,977
1155,0.048,0.002,25,1332
1156,0.048,0.002,26,1146
1157,0.048,0.002,27,1356
1158,0.048,0.002,28,1650
1159,0.048,0.002,29,1063
1160,0.048,0.002,30,1135
1161,0.048,0.002,31,1311
1162,0.048,0.002,32,1941
1163,0.048,0.002,33,1825
1164,0.048,0.002,34,1584
1165,0.048,0.003,0,126194
1166,0.048,0.003,1,12929
1167,0.048,0.003,2,3964
1168,0.048,0.003,3,1787
1169,0.048,0.003,4,1669
1170,0.048,0.003,5,1103
1171,0.048,0.003,6,381
1172,0.048,0.003,7,666
1173,0.048,0.003,8,649
1174,0.048,0.003,9,1081
1175,0.048,0.003,10,587
1176,0.048,0.003,11,885
1177,0.048,0.003,12,1056
1178,0.048,0.003,13,400
1179,0.048,0.003,14,499
1180,0.048,0.003,15,682
1181,0.048,0.003,16,445
1182,0.048,0.003,17,712
1183,0.048,0.003,18,921
1184,0.048,0.003,19,947
1185,0.048,0.003,20,853
1186,0.048,0.003,21,933
1187,0.048,0.003,22,787
1188,0.048,0.003,23,1480
1189,0.048,0.003,24,1476
1190,0.048,0.003,25,1232
1191,0.048,0.003,26,1546
1192,0.048,0.003,27,1475
1193,0.048,0.003,28,1557
1194,0.048,0.003,29,1450
1195,0.048,0.003,30,1453
1196,0.048,0.003,31,2173
1197,0.048,0.003,32,2245
1198,0.048,0.003,33,2113
1199,0.048,0.003,34,2241
1200,0.048,0.004,0,124037
1201,0.048,0.004,1,13768
1202,0.048,0.004,2,4409
1203,0.048,0.004,3,2270
1204,0.048,0.004,4,1154
1205,0.048,0.004,5,1068
1206,0.048,0.004,6,1265
1207,0.048,0.004,7,1132
1208,0.048,0.004,8,379
1209,0.048,0.004,9,729
1210,0.048,0.004,10,768
1211,0.048,0.004,11,412
1212,0.048,0.004,12,883
1213,0.048,0.004,13,637
1214,0.048,0.004,14,328
1215,0.048,0.004,15,665
1216,0.048,0.004,16,806
1217,0.048,0.004,17,442
1218,0.048,0.004,18,1017
1219,0.048,0.004,19,1278
1220,0.048,0.004,20,750
1221,0.048,0.004,21,1316
1222,0.048,0.004,22,916
1223,0.048,0.004,23,1267
1224,0.048,0.004,24,882
1225,0.048,0.004,25,1196
1226,0.048,0.004,26,1311
1227,0.048,0.004,27,1553
1228,0.048,0.004,28,1779
1229,0.048,0.004,29,1420
1230,0.048,0.004,30,1897
1231,0.048,0.004,31,2684
1232,0.048,0.004,32,1094
1233,0.048,0.004,33,2442
1234,0.048,0.004,34,2072
1235,0.048,0.005,0,120059
1236,0.048,0.005,1,13222
1237,0.048,0.005,2,4474
1238,0.048,0.005,3,1875
1239,0.048,0.005,4,1399
1240,0.048,0.005,5,1126
1241,0.048,0.005,6,940
1242,0.048,0.005,7,1398
1243,0.048,0.005,8,1092
1244,0.048,0.005,9,1175
1245,0.048,0.005,10,596
1246,0.048,0.005,11,828
1247,0.048,0.005,12,378
1248,0.048,0.005,13,860
1249,0.048,0.005,14,706
1250,0.048,0.005,15,912
1251,0.048,0.005,16,1081
1252,0.048,0.005,17,1172
1253,0.048,0.005,18,513
1254,0.048,0.005,19,796
1255,0.048,0.005,20,984
1256,0.048,0.005,21,1316
1257,0.048,0.005,22,1717
1258,0.048,0.005,23,1537
1259,0.048,0.005,24,1255
1260,0.048,0.005,25,1572
1261,0.048,0.005,26,1165
1262,0.048,0.005,27,1468
1263,0.048,0.005,28,1622
1264,0.048,0.005,29,1850
1265,0.048,0.005,30,1902
1266,0.048,0.005,31,2239
1267,0.048,0.005,32,2398
1268,0.048,0.005,33,1668
1269,0.048,0.005,34,2388
1270,0.048,0.006,0,122115
1271,0.048,0.006,1,12791
1272,0.048,0.006,2,5299
1273,0.048,0.006,3,2107
1274,0.048,0.006,4,1336
1275,0.048,0.006,5,1238
1276,0.048,0.006,6,1221
1277,0.048,0.006,7,913
1278,0.048,0.006,8,965
1279,0.048,0.006,9,571
1280,0.048,0.006,10,359
1281,0.048,0.006,11,561
1282,0.048,0.006,12,1039
1283,0.048,0.006,13,595
1284,0.048,0.006,14,967
1285,0.048,0.006,15,593
1286,0.048,0.006,16,500
1287,0.048,0.006,17,775
1288,0.048,0.006,18,810
1289,0.048,0.006,19,1053
1290,0.048,0.006,20,744
1291,0.048,0.006,21,1016
1292,0.048,0.006,22,908
1293,0.048,0.006,23,820
1294,0.048,0.006,24,1472
1295,0.048,0.006,25,1485
1296,0.048,0.006,26,1893
1297,0.048,0.006,27,1535
1298,0.048,0.006,28,1705
1299,0.048,0.006,29,2024
1300,0.048,0.006,30,2048
1301,0.048,0.006,31,2650
1302,0.048,0.006,32,1649
1303,0.048,0.006,33,2352
1304,0.048,0.006,34,1596
1305,0.048,0.007,0,122460
1306,0.048,0.007,1,12508
1307,0.048,0.007,2,4512
1308,0.048,0.007,3,2199
1309,0.048,0.007,4,1329
1310,0.048,0.007,5,1001
1311,0.048,0.007,6,1353
1312,0.048,0.007,7,1022
1313,0.048,0.007,8,721
1314,0.048,0.007,9,740
1315,0.048,0.007,10,752
1316,0.048,0.007,11,892
1317,0.048,0.007,12,656
1318,0.048,0.007,13,774
1319,0.048,0.007,14,832
1320,0.048,0.007,15,959
1321,0.048,0.007,16,577
1322,0.048,0.007,17,388
1323,0.048,0.007,18,574
1324,0.048,0.007,19,898
1325,0.048,0.007,20,859
1326,0.048,0.007,21,973
1327,0.048,0.007,22,1807
1328,0.048,0.007,23,1166
1329,0.048,0.007,24,1148
1330,0.048,0.007,25,1204
1331,0.048,0.007,26,1589
1332,0.048,0.007,27,1748
1333,0.048,0.007,28,1794
1334,0.048,0.007,29,2291
1335,0.048,0.007,30,1603
1336,0.048,0.007,31,1798
1337,0.048,0.007,32,2707
1338,0.048,0.007,33,2124
1339,0.048,0.007,34,2389
1340,0.048,0.008,0,120038
1341,0.048,0.008,1,13473
1342,0.048,0.008,2,4681
1343,0.048,0.008,3,2654
1344,0.048,0.008,4,1332
1345,0.048,0.008,5,1170
1346,0.048,0.008,6,572
1347,0.048,0.008,7,683
1348,0.048,0.008,8,913
1349,0.048,0.008,9,942
1350,0.048,0.008,10,319
1351,0.048,0.008,11,399
1352,0.048,0.008,12,936
1353,0.048,0.008,13,588
1354,0.048,0.008,14,539
1355,0.048,0.008,15,519
1356,0.048,0.008,16,638
1357,0.048,0.008,17,623
1358,0.048,0.008,18,746
1359,0.048,0.008,19,907
1360,0.048,0.008,20,1057
1361,0.048,0.008,21,1314
1362,0.048,0.008,22,881
1363,0.048,0.008,23,1431
1364,0.048,0.008,24,1343
1365,0.048,0.008,25,1379
1366,0.048,0.008,26,2011
1367,0.048,0.008,27,1275
1368,0.048,0.008,28,1634
1369,0.048,0.008,29,1663
1370,0.048,0.008,30,2110
1371,0.048,0.008,31,1967
1372,0.048,0.008,32,2682
1373,0.048,0.008,33,3318
1374,0.048,0.008,34,2457
1375,0.048,0.009,0,119303
1376,0.048,0.009,1,12552
1377,0.048,0.009,2,4406
1378,0.048,0.009,3,1803
1379,0.048,0.009,4,1444
1380,0.048,0.009,5,1187
1381,0.048,0.009,6,955
1382,0.048,0.009,7,977
1383,0.048,0.009,8,430
1384,0.048,0.009,9,1178
1385,0.048,0.009,10,733
1386,0.048,0.009,11,829
1387,0.048,0.009,12,428
1388,0.048,0.009,13,563
1389,0.048,0.009,14,665
1390,0.048,0.009,15,474
1391,0.048,0.009,16,728
1392,0.048,0.009,17,283
1393,0.048,0.009,18,617
1394,0.048,0.009,19,1057
1395,0.048,0.009,20,1074
1396,0.048,0.009,21,828
1397,0.048,0.009,22,1013
1398,0.048,0.009,23,1455
1399,0.048,0.009,24,1307
1400,0.048,0.009,25,1544
1401,0.048,0.009,26,2337
1402,0.048,0.009,27,1834
1403,0.048,0.009,28,1659
1404,0.048,0.009,29,1675
1405,0.048,0.009,30,2270
1406,0.048,0.009,31,2463
1407,0.048,0.009,32,2954
1408,0.048,0.009,33,3025
1409,0.048,0.009,34,2883
1410,0.054,0.0,0,47744
1411,0.054,0.0,1,494
1412,0.054,0.0,2,91
1413,0.054,0.0,5,111
1414,0.054,0.0,9,1
1415,0.054,0.0,10,19
1416,0.054,0.0,23,19
1417,0.054,0.001,0,130821
1418,0.054,0.001,1,15174
1419,0.054,0.001,2,5190
1420,0.054,0.001,3,1767
1421,0.054,0.001,4,1108
1422,0.054,0.001,5,891
1423,0.054,0.001,6,644
1424,0.054,0.001,7,999
1425,0.054,0.001,8,487
1426,0.054,0.001,9,563
1427,0.054,0.001,10,477
1428,0.054,0.001,11,564
1429,0.054,0.001,12,387
1430,0.054,0.001,13,708
1431,0.054,0.001,14,382
1432,0.054,0.001,15,470
1433,0.054,0.001,16,562
1434,0.054,0.001,17,887
1435,0.054,0.001,18,315
1436,0.054,0.001,19,812
1437,0.054,0.001,20,657
1438,0.054,0.001,21,837
1439,0.054,0.001,22,519
1440,0.054,0.001,23,923
1441,0.054,0.001,24,1170
1442,0.054,0.001,25,1503
1443,0.054,0.001,26,1122
1444,0.054,0.001,27,1236
1445,0.054,0.001,28,1517
1446,0.054,0.001,29,1510
1447,0.054,0.001,30,1723
1448,0.054,0.001,31,2111
1449,0.054,0.001,32,2461
1450,0.054,0.001,33,2549
1451,0.054,0.001,34,2283
1452,0.054,0.002,0,123861
1453,0.054,0.002,1,17293
1454,0.054,0.002,2,5819
1455,0.054,0.002,3,2270
1456,0.054,0.002,4,981
1457,0.054,0.002,5,769
1458,0.054,0.002,6,718
1459,0.054,0.002,7,676
1460,0.054,0.002,8,707
1461,0.054,0.002,9,807
1462,0.054,0.002,10,485
1463,0.054,0.002,11,346
1464,0.054,0.002,12,385
1465,0.054,0.002,13,348
1466,0.054,0.002,14,178
1467,0.054,0.002,15,362
1468,0.054,0.002,16,792
1469,0.054,0.002,17,266
1470,0.054,0.002,18,523
1471,0.054,0.002,19,309
1472,0.054,0.002,20,575
1473,0.054,0.002,21,889
1474,0.054,0.002,22,955
1475,0.054,0.002,23,1057
1476,0.054,0.002,24,1260
1477,0.054,0.002,25,1213
1478,0.054,0.002,26,1689
1479,0.054,0.002,27,1903
1480,0.054,0.002,28,1891
1481,0.054,0.002,29,1741
1482,0.054,0.002,30,1991
1483,0.054,0.002,31,2205
1484,0.054,0.002,32,2827
1485,0.054,0.002,33,3258
1486,0.054,0.002,34,4599
1487,0.054,0.003,0,119671
1488,0.054,0.003,1,19818
1489,0.054,0.003,2,6976
1490,0.054,0.003,3,2884
1491,0.054,0.003,4,1173
1492,0.054,0.003,5,968
1493,0.054,0.003,6,897
1494,0.054,0.003,7,648
1495,0.054,0.003,8,749
1496,0.054,0.003,9,703
1497,0.054,0.003,10,285
1498,0.054,0.003,11,559
1499,0.054,0.003,12,850
1500,0.054,0.003,13,459
1501,0.054,0.003,14,394
1502,0.054,0.003,15,550
1503,0.054,0.003,16,676
1504,0.054,0.003,17,668
1505,0.054,0.003,18,418
1506,0.054,0.003,19,485
1507,0.054,0.003,20,501
1508,0.054,0.003,21,922
1509,0.054,0.003,22,895
1510,0.054,0.003,23,892
1511,0.054,0.003,24,1388
1512,0.054,0.003,25,993
1513,0.054,0.003,26,1253
1514,0.054,0.003,27,1410
1515,0.054,0.003,28,1849
1516,0.054,0.003,29,1909
1517,0.054,0.003,30,2375
1518,0.054,0.003,31,2910
1519,0.054,0.003,32,3506
1520,0.054,0.003,33,3684
1521,0.054,0.003,34,3084
1522,0.054,0.004,0,117911
1523,0.054,0.004,1,20769
1524,0.054,0.004,2,7399
1525,0.054,0.004,3,2695
1526,0.054,0.004,4,708
1527,0.054,0.004,5,897
1528,0.054,0.004,6,719
1529,0.054,0.004,7,402
1530,0.054,0.004,8,738
1531,0.054,0.004,9,757
1532,0.054,0.004,10,404
1533,0.054,0.004,11,373
1534,0.054,0.004,12,717
1535,0.054,0.004,13,357
1536,0.054,0.004,14,264
1537,0.054,0.004,15,329
1538,0.054,0.004,16,591
1539,0.054,0.004,17,424
1540,0.054,0.004,18,665
1541,0.054,0.004,19,394
1542,0.054,0.004,20,861
1543,0.054,0.004,21,625
1544,0.054,0.004,22,1118
1545,0.054,0.004,23,1087
1546,0.054,0.004,24,1297
1547,0.054,0.004,25,1103
1548,0.054,0.004,26,1164
1549,0.054,0.004,27,1658
1550,0.054,0.004,28,2287
1551,0.054,0.004,29,1932
1552,0.054,0.004,30,2315
1553,0.054,0.004,31,2216
1554,0.054,0.004,32,3568
1555,0.054,0.004,33,4499
1556,0.054,0.004,34,4675
1557,0.054,0.005,0,116862
1558,0.054,0.005,1,20056
1559,0.054,0.005,2,7177
1560,0.054,0.005,3,2412
1561,0.054,0.005,4,1240
1562,0.054,0.005,5,951
1563,0.054,0.005,6,577
1564,0.054,0.005,7,629
1565,0.054,0.005,8,947
1566,0.054,0.005,9,681
1567,0.054,0.005,10,523
1568,0.054,0.005,11,548
1569,0.054,0.005,12,519
1570,0.054,0.005,13,388
1571,0.054,0.005,14,589
1572,0.054,0.005,15,471
1573,0.054,0.005,16,633
1574,0.054,0.005,17,347
1575,0.054,0.005,18,410
1576,0.054,0.005,19,799
1577,0.054,0.005,20,1277
1578,0.054,0.005,21,632
1579,0.054,0.005,22,1008
1580,0.054,0.005,23,998
1581,0.054,0.005,24,945
1582,0.054,0.005,25,992
1583,0.054,0.005,26,1412
1584,0.054,0.005,27,1818
1585,0.054,0.005,28,2135
1586,0.054,0.005,29,1736
1587,0.054,0.005,30,3110
1588,0.054,0.005,31,2567
1589,0.054,0.005,32,3739
1590,0.054,0.005,33,4969
1591,0.054,0.005,34,4003
1592,0.054,0.006,0,114331
1593,0.054,0.006,1,20064
1594,0.054,0.006,2,7174
1595,0.054,0.006,3,2533
1596,0.054,0.006,4,1170
1597,0.054,0.006,5,687
1598,0.054,0.006,6,719
1599,0.054,0.006,7,560
1600,0.054,0.006,8,748
1601,0.054,0.006,9,487
1602,0.054,0.006,10,437
1603,0.054,0.006,11,725
1604,0.054,0.006,12,731
1605,0.054,0.006,13,779
1606,0.054,0.006,14,642
1607,0.054,0.006,15,676
1608,0.054,0.006,16,672
1609,0.054,0.006,17,346
1610,0.054,0.006,18,1022
1611,0.054,0.006,19,537
1612,0.054,0.006,20,1188
1613,0.054,0.006,21,982
1614,0.054,0.006,22,859
1615,0.054,0.006,23,1593
1616,0.054,0.006,24,1227
1617,0.054,0.006,25,1820
1618,0.054,0.006,26,1659
1619,0.054,0.006,27,2434
1620,0.054,0.006,28,2108
1621,0.054,0.006,29,2630
1622,0.054,0.006,30,2134
1623,0.054,0.006,31,2819
1624,0.054,0.006,32,4131
1625,0.054,0.006,33,4264
1626,0.054,0.006,34,3324
1627,0.054,0.007,0,115314
1628,0.054,0.007,1,20301
1629,0.054,0.007,2,7649
1630,0.054,0.007,3,2439
1631,0.054,0.007,4,1284
1632,0.054,0.007,5,1106
1633,0.054,0.007,6,524
1634,0.054,0.007,7,641
1635,0.054,0.007,8,572
1636,0.054,0.007,9,581
1637,0.054,0.007,10,462
1638,0.054,0.007,11,717
1639,0.054,0.007,12,187
1640,0.054,0.007,13,635
1641,0.054,0.007,14,391
1642,0.054,0.007,15,542
1643,0.054,0.007,16,363
1644,0.054,0.007,17,469
1645,0.054,0.007,18,526
1646,0.054,0.007,19,865
1647,0.054,0.007,20,482
1648,0.054,0.007,21,424
1649,0.054,0.007,22,998
1650,0.054,0.007,23,1108
1651,0.054,0.007,24,1469
1652,0.054,0.007,25,1404
1653,0.054,0.007,26,1569
1654,0.054,0.007,27,2455
1655,0.054,0.007,28,2202
1656,0.054,0.007,29,2089
1657,0.054,0.007,30,2595
1658,0.054,0.007,31,2755
1659,0.054,0.007,32,4294
1660,0.054,0.007,33,4824
1661,0.054,0.007,34,3472
1662,0.054,0.008,0,112978
1663,0.054,0.008,1,21285
1664,0.054,0.008,2,7371
1665,0.054,0.008,3,2478
1666,0.054,0.008,4,1091
1667,0.054,0.008,5,724
1668,0.054,0.008,6,538
1669,0.054,0.008,7,660
1670,0.054,0.008,8,819
1671,0.054,0.008,9,504
1672,0.054,0.008,10,399
1673,0.054,0.008,11,753
1674,0.054,0.008,12,385
1675,0.054,0.008,13,666
1676,0.054,0.008,14,494
1677,0.054,0.008,15,562
1678,0.054,0.008,16,311
1679,0.054,0.008,17,520
1680,0.054,0.008,18,455
1681,0.054,0.008,19,523
1682,0.054,0.008,20,417
1683,0.054,0.008,21,915
1684,0.054,0.008,22,1113
1685,0.054,0.008,23,1120
1686,0.054,0.008,24,1331
1687,0.054,0.008,25,1785
1688,0.054,0.008,26,1390
1689,0.054,0.008,27,2153
1690,0.054,0.008,28,2011
1691,0.054,0.008,29,1992
1692,0.054,0.008,30,3116
1693,0.054,0.008,31,3250
1694,0.054,0.008,32,3837
1695,0.054,0.008,33,5172
1696,0.054,0.008,34,4748
1697,0.054,0.009,0,114011
1698,0.054,0.009,1,20338
1699,0.054,0.009,2,7135
1700,0.054,0.009,3,2523
1701,0.054,0.009,4,995
1702,0.054,0.009,5,566
1703,0.054,0.009,6,626
1704,0.054,0.009,7,903
1705,0.054,0.009,8,995
1706,0.054,0.009,9,632
1707,0.054,0.009,10,460
1708,0.054,0.009,11,630
1709,0.054,0.009,12,508
1710,0.054,0.009,13,505
1711,0.054,0.009,14,627
1712,0.054,0.009,15,438
1713,0.054,0.009,16,440
1714,0.054,0.009,17,473
1715,0.054,0.009,18,739
1716,0.054,0.009,19,972
1717,0.054,0.009,20,610
1718,0.054,0.009,21,761
1719,0.054,0.009,22,969
1720,0.054,0.009,23,1348
1721,0.054,0.009,24,1204
1722,0.054,0.009,25,825
1723,0.054,0.009,26,1504
1724,0.054,0.009,27,1919
1725,0.054,0.009,28,2136
1726,0.054,0.009,29,2768
1727,0.054,0.009,30,2606
1728,0.054,0.009,31,3082
1729,0.054,0.009,32,4527
1730,0.054,0.009,33,5257
1731,0.054,0.009,34,4011
