,sel,mig,Fbin,Nbin,freqR,orig,origsd,origmax
229,0.006,0.0,R19,0.0,0.00015,1.0,0.0,1.0
230,0.006,0.0,R20,0.0,0.00015,1.0,0.0,1.0
231,0.006,0.001,R0,19976.0,0.0002002002002,1.0,0.0,1.0
232,0.006,0.001,R1,4.0,0.0002002002002,1.0,0.0,1.0
233,0.006,0.001,R2,0.0,0.0002002002002,1.0,0.0,1.0
234,0.006,0.001,R3,0.0,0.0002002002002,1.0,0.0,1.0
235,0.006,0.001,R4,0.0,0.0002002002002,1.0,0.0,1.0
236,0.006,0.001,R5,0.0,0.0002002002002,1.0,0.0,1.0
237,0.006,0.001,R6,0.0,0.0002002002002,1.0,0.0,1.0
238,0.006,0.001,R7,0.0,0.0002002002002,1.0,0.0,1.0
239,0.006,0.001,R8,0.0,0.0002002002002,1.0,0.0,1.0
240,0.006,0.001,R9,0.0,0.0002002002002,1.0,0.0,1.0
241,0.006,0.001,R10,0.0,0.0002002002002,1.0,0.0,1.0
242,0.006,0.001,R11,0.0,0.0002002002002,1.0,0.0,1.0
243,0.006,0.001,R12,0.0,0.0002002002002,1.0,0.0,1.0
244,0.006,0.001,R13,0.0,0.0002002002002,1.0,0.0,1.0
245,0.006,0.001,R14,0.0,0.0002002002002,1.0,0.0,1.0
246,0.006,0.001,R15,0.0,0.0002002002002,1.0,0.0,1.0
247,0.006,0.001,R16,0.0,0.0002002002002,1.0,0.0,1.0
248,0.006,0.001,R17,0.0,0.0002002002002,1.0,0.0,1.0
249,0.006,0.001,R18,0.0,0.0002002002002,1.0,0.0,1.0
250,0.006,0.001,R19,0.0,0.0002002002002,1.0,0.0,1.0
251,0.006,0.001,R20,0.0,0.0002002002002,1.0,0.0,1.0
252,0.006,0.002,R0,19996.0,0.0002,1.0,0.0,1.0
253,0.006,0.002,R1,4.0,0.0002,1.0,0.0,1.0
254,0.006,0.002,R2,0.0,0.0002,1.0,0.0,1.0
255,0.006,0.002,R3,0.0,0.0002,1.0,0.0,1.0
256,0.006,0.002,R4,0.0,0.0002,1.0,0.0,1.0
257,0.006,0.002,R5,0.0,0.0002,1.0,0.0,1.0
258,0.006,0.002,R6,0.0,0.0002,1.0,0.0,1.0
259,0.006,0.002,R7,0.0,0.0002,1.0,0.0,1.0
260,0.006,0.002,R8,0.0,0.0002,1.0,0.0,1.0
261,0.006,0.002,R9,0.0,0.0002,1.0,0.0,1.0
262,0.006,0.002,R10,0.0,0.0002,1.0,0.0,1.0
263,0.006,0.002,R11,0.0,0.0002,1.0,0.0,1.0
264,0.006,0.002,R12,0.0,0.0002,1.0,0.0,1.0
265,0.006,0.002,R13,0.0,0.0002,1.0,0.0,1.0
266,0.006,0.002,R14,0.0,0.0002,1.0,0.0,1.0
267,0.006,0.002,R15,0.0,0.0002,1.0,0.0,1.0
268,0.006,0.002,R16,0.0,0.0002,1.0,0.0,1.0
269,0.006,0.002,R17,0.0,0.0002,1.0,0.0,1.0
270,0.006,0.002,R18,0.0,0.0002,1.0,0.0,1.0
271,0.006,0.002,R19,0.0,0.0002,1.0,0.0,1.0
272,0.006,0.002,R20,0.0,0.0002,1.0,0.0,1.0
273,0.006,0.003,R0,19980.0,0.0,1.0,0.0,1.0
274,0.006,0.003,R1,0.0,0.0,1.0,0.0,1.0
275,0.006,0.003,R2,0.0,0.0,1.0,0.0,1.0
276,0.006,0.003,R3,0.0,0.0,1.0,0.0,1.0
277,0.006,0.003,R4,0.0,0.0,1.0,0.0,1.0
278,0.006,0.003,R5,0.0,0.0,1.0,0.0,1.0
279,0.006,0.003,R6,0.0,0.0,1.0,0.0,1.0
280,0.006,0.003,R7,0.0,0.0,1.0,0.0,1.0
281,0.006,0.003,R8,0.0,0.0,1.0,0.0,1.0
282,0.006,0.003,R9,0.0,0.0,1.0,0.0,1.0
283,0.006,0.003,R10,0.0,0.0,1.0,0.0,1.0
284,0.006,0.003,R11,0.0,0.0,1.0,0.0,1.0
285,0.006,0.003,R12,0.0,0.0,1.0,0.0,1.0
286,0.006,0.003,R13,0.0,0.0,1.0,0.0,1.0
287,0.006,0.003,R14,0.0,0.0,1.0,0.0,1.0
288,0.006,0.003,R15,0.0,0.0,1.0,0.0,1.0
289,0.006,0.003,R16,0.0,0.0,1.0,0.0,1.0
290,0.006,0.003,R17,0.0,0.0,1.0,0.0,1.0
291,0.006,0.003,R18,0.0,0.0,1.0,0.0,1.0
292,0.006,0.003,R19,0.0,0.0,1.0,0.0,1.0
293,0.006,0.003,R20,0.0,0.0,1.0,0.0,1.0
294,0.006,0.004,R0,20000.0,0.0,1.0,0.0,1.0
295,0.006,0.004,R1,0.0,0.0,1.0,0.0,1.0
296,0.006,0.004,R2,0.0,0.0,1.0,0.0,1.0
297,0.006,0.004,R3,0.0,0.0,1.0,0.0,1.0
298,0.006,0.004,R4,0.0,0.0,1.0,0.0,1.0
299,0.006,0.004,R5,0.0,0.0,1.0,0.0,1.0
300,0.006,0.004,R6,0.0,0.0,1.0,0.0,1.0
301,0.006,0.004,R7,0.0,0.0,1.0,0.0,1.0
302,0.006,0.004,R8,0.0,0.0,1.0,0.0,1.0
303,0.006,0.004,R9,0.0,0.0,1.0,0.0,1.0
304,0.006,0.004,R10,0.0,0.0,1.0,0.0,1.0
305,0.006,0.004,R11,0.0,0.0,1.0,0.0,1.0
306,0.006,0.004,R12,0.0,0.0,1.0,0.0,1.0
307,0.006,0.004,R13,0.0,0.0,1.0,0.0,1.0
308,0.006,0.004,R14,0.0,0.0,1.0,0.0,1.0
309,0.006,0.004,R15,0.0,0.0,1.0,0.0,1.0
310,0.006,0.004,R16,0.0,0.0,1.0,0.0,1.0
311,0.006,0.004,R17,0.0,0.0,1.0,0.0,1.0
312,0.006,0.004,R18,0.0,0.0,1.0,0.0,1.0
313,0.006,0.004,R19,0.0,0.0,1.0,0.0,1.0
314,0.006,0.004,R20,0.0,0.0,1.0,0.0,1.0
315,0.006,0.005,R0,19978.0,0.0001001001001,1.001,0.0316069612586,2.0
316,0.006,0.005,R1,2.0,0.0001001001001,1.001,0.0316069612586,2.0
317,0.006,0.005,R2,0.0,0.0001001001001,1.001,0.0316069612586,2.0
318,0.006,0.005,R3,0.0,0.0001001001001,1.001,0.0316069612586,2.0
319,0.006,0.005,R4,0.0,0.0001001001001,1.001,0.0316069612586,2.0
320,0.006,0.005,R5,0.0,0.0001001001001,1.001,0.0316069612586,2.0
321,0.006,0.005,R6,0.0,0.0001001001001,1.001,0.0316069612586,2.0
322,0.006,0.005,R7,0.0,0.0001001001001,1.001,0.0316069612586,2.0
323,0.006,0.005,R8,0.0,0.0001001001001,1.001,0.0316069612586,2.0
324,0.006,0.005,R9,0.0,0.0001001001001,1.001,0.0316069612586,2.0
325,0.006,0.005,R10,0.0,0.0001001001001,1.001,0.0316069612586,2.0
326,0.006,0.005,R11,0.0,0.0001001001001,1.001,0.0316069612586,2.0
327,0.006,0.005,R12,0.0,0.0001001001001,1.001,0.0316069612586,2.0
328,0.006,0.005,R13,0.0,0.0001001001001,1.001,0.0316069612586,2.0
329,0.006,0.005,R14,0.0,0.0001001001001,1.001,0.0316069612586,2.0
330,0.006,0.005,R15,0.0,0.0001001001001,1.001,0.0316069612586,2.0
331,0.006,0.005,R16,0.0,0.0001001001001,1.001,0.0316069612586,2.0
332,0.006,0.005,R17,0.0,0.0001001001001,1.001,0.0316069612586,2.0
333,0.006,0.005,R18,0.0,0.0001001001001,1.001,0.0316069612586,2.0
334,0.006,0.005,R19,0.0,0.0001001001001,1.001,0.0316069612586,2.0
335,0.006,0.005,R20,0.0,0.0001001001001,1.001,0.0316069612586,2.0
336,0.006,0.006,R0,19978.0,0.0001001001001,1.0,0.0,1.0
337,0.006,0.006,R1,2.0,0.0001001001001,1.0,0.0,1.0
338,0.006,0.006,R2,0.0,0.0001001001001,1.0,0.0,1.0
339,0.006,0.006,R3,0.0,0.0001001001001,1.0,0.0,1.0
340,0.006,0.006,R4,0.0,0.0001001001001,1.0,0.0,1.0
341,0.006,0.006,R5,0.0,0.0001001001001,1.0,0.0,1.0
342,0.006,0.006,R6,0.0,0.0001001001001,1.0,0.0,1.0
343,0.006,0.006,R7,0.0,0.0001001001001,1.0,0.0,1.0
344,0.006,0.006,R8,0.0,0.0001001001001,1.0,0.0,1.0
345,0.006,0.006,R9,0.0,0.0001001001001,1.0,0.0,1.0
346,0.006,0.006,R10,0.0,0.0001001001001,1.0,0.0,1.0
347,0.006,0.006,R11,0.0,0.0001001001001,1.0,0.0,1.0
348,0.006,0.006,R12,0.0,0.0001001001001,1.0,0.0,1.0
349,0.006,0.006,R13,0.0,0.0001001001001,1.0,0.0,1.0
350,0.006,0.006,R14,0.0,0.0001001001001,1.0,0.0,1.0
351,0.006,0.006,R15,0.0,0.0001001001001,1.0,0.0,1.0
352,0.006,0.006,R16,0.0,0.0001001001001,1.0,0.0,1.0
353,0.006,0.006,R17,0.0,0.0001001001001,1.0,0.0,1.0
354,0.006,0.006,R18,0.0,0.0001001001001,1.0,0.0,1.0
355,0.006,0.006,R19,0.0,0.0001001001001,1.0,0.0,1.0
356,0.006,0.006,R20,0.0,0.0001001001001,1.0,0.0,1.0
357,0.006,0.007,R0,19998.0,0.0001,1.0,0.0,1.0
358,0.006,0.007,R1,2.0,0.0001,1.0,0.0,1.0
359,0.006,0.007,R2,0.0,0.0001,1.0,0.0,1.0
360,0.006,0.007,R3,0.0,0.0001,1.0,0.0,1.0
361,0.006,0.007,R4,0.0,0.0001,1.0,0.0,1.0
362,0.006,0.007,R5,0.0,0.0001,1.0,0.0,1.0
363,0.006,0.007,R6,0.0,0.0001,1.0,0.0,1.0
364,0.006,0.007,R7,0.0,0.0001,1.0,0.0,1.0
365,0.006,0.007,R8,0.0,0.0001,1.0,0.0,1.0
366,0.006,0.007,R9,0.0,0.0001,1.0,0.0,1.0
367,0.006,0.007,R10,0.0,0.0001,1.0,0.0,1.0
368,0.006,0.007,R11,0.0,0.0001,1.0,0.0,1.0
369,0.006,0.007,R12,0.0,0.0001,1.0,0.0,1.0
370,0.006,0.007,R13,0.0,0.0001,1.0,0.0,1.0
371,0.006,0.007,R14,0.0,0.0001,1.0,0.0,1.0
372,0.006,0.007,R15,0.0,0.0001,1.0,0.0,1.0
373,0.006,0.007,R16,0.0,0.0001,1.0,0.0,1.0
374,0.006,0.007,R17,0.0,0.0001,1.0,0.0,1.0
375,0.006,0.007,R18,0.0,0.0001,1.0,0.0,1.0
376,0.006,0.007,R19,0.0,0.0001,1.0,0.0,1.0
377,0.006,0.007,R20,0.0,0.0001,1.0,0.0,1.0
378,0.006,0.008,R0,19999.0,5e-05,1.0,0.0,1.0
379,0.006,0.008,R1,1.0,5e-05,1.0,0.0,1.0
380,0.006,0.008,R2,0.0,5e-05,1.0,0.0,1.0
381,0.006,0.008,R3,0.0,5e-05,1.0,0.0,1.0
382,0.006,0.008,R4,0.0,5e-05,1.0,0.0,1.0
383,0.006,0.008,R5,0.0,5e-05,1.0,0.0,1.0
384,0.006,0.008,R6,0.0,5e-05,1.0,0.0,1.0
385,0.006,0.008,R7,0.0,5e-05,1.0,0.0,1.0
386,0.006,0.008,R8,0.0,5e-05,1.0,0.0,1.0
387,0.006,0.008,R9,0.0,5e-05,1.0,0.0,1.0
388,0.006,0.008,R10,0.0,5e-05,1.0,0.0,1.0
389,0.006,0.008,R11,0.0,5e-05,1.0,0.0,1.0
390,0.006,0.008,R12,0.0,5e-05,1.0,0.0,1.0
391,0.006,0.008,R13,0.0,5e-05,1.0,0.0,1.0
392,0.006,0.008,R14,0.0,5e-05,1.0,0.0,1.0
393,0.006,0.008,R15,0.0,5e-05,1.0,0.0,1.0
394,0.006,0.008,R16,0.0,5e-05,1.0,0.0,1.0
