,SAA,SAa,time,freq,orig
215,0.106,0.053,80,2.85714285714e-06,0.023
216,0.108,0.054,20,0.000850157142857,0.023
217,0.108,0.054,40,3.81285714286e-06,0.023
218,0.108,0.054,60,2.87e-06,0.023
219,0.108,0.054,80,2.85714285714e-06,0.023
220,0.11,0.055,20,0.000749531428571,0.017
221,0.11,0.055,40,3.63571428571e-06,0.017
222,0.11,0.055,60,2.85714285714e-06,0.017
223,0.11,0.055,80,2.85714285714e-06,0.017
224,0.112,0.056,20,0.000664801428571,0.027
225,0.112,0.056,40,3.43714285714e-06,0.027
226,0.112,0.056,60,2.85714285714e-06,0.027
227,0.112,0.056,80,2.85714285714e-06,0.027
228,0.114,0.057,20,0.00059026,0.017
229,0.114,0.057,40,3.60571428571e-06,0.017
230,0.114,0.057,60,2.85714285714e-06,0.017
231,0.114,0.057,80,2.85714285714e-06,0.017
232,0.116,0.058,20,0.000533638571429,0.015
233,0.116,0.058,40,3.26428571429e-06,0.015
234,0.116,0.058,60,2.85714285714e-06,0.015
235,0.116,0.058,80,2.85714285714e-06,0.015
236,0.118,0.059,20,0.000468501428571,0.027
237,0.118,0.059,40,3.11285714286e-06,0.027
238,0.118,0.059,60,2.85714285714e-06,0.027
239,0.118,0.059,80,2.85714285714e-06,0.027
240,0.12,0.06,20,0.000420468571429,0.017
241,0.12,0.06,40,2.98428571429e-06,0.017
242,0.12,0.06,60,2.85714285714e-06,0.017
243,0.12,0.06,80,2.85714285714e-06,0.017
244,0.122,0.061,20,0.000383194285714,0.029
245,0.122,0.061,40,3.1e-06,0.029
246,0.122,0.061,60,2.85714285714e-06,0.029
247,0.122,0.061,80,2.85714285714e-06,0.029
248,0.124,0.062,20,0.000328557142857,0.023
249,0.124,0.062,40,3.27714285714e-06,0.023
250,0.124,0.062,60,2.85714285714e-06,0.023
251,0.124,0.062,80,2.85714285714e-06,0.023
252,0.126,0.063,20,0.000299742857143,0.024
253,0.126,0.063,40,2.90571428571e-06,0.024
254,0.126,0.063,60,2.85714285714e-06,0.024
255,0.126,0.063,80,2.85714285714e-06,0.024
256,0.128,0.064,20,0.00026282,0.017
257,0.128,0.064,40,3.06142857143e-06,0.017
258,0.128,0.064,60,2.85714285714e-06,0.017
259,0.128,0.064,80,2.85714285714e-06,0.017
260,0.13,0.065,20,0.000234322857143,0.018
261,0.13,0.065,40,2.99714285714e-06,0.018
262,0.13,0.065,60,2.85714285714e-06,0.018
263,0.13,0.065,80,2.85714285714e-06,0.018
264,0.132,0.066,20,0.000205944285714,0.016
265,0.132,0.066,40,2.86857142857e-06,0.016
266,0.132,0.066,60,2.85714285714e-06,0.016
267,0.132,0.066,80,2.85714285714e-06,0.016
268,0.134,0.067,20,0.000184647142857,0.011
269,0.134,0.067,40,2.93285714286e-06,0.011
270,0.134,0.067,60,2.85714285714e-06,0.011
271,0.134,0.067,80,2.85714285714e-06,0.011
272,0.136,0.068,20,0.00016983,0.021
273,0.136,0.068,40,2.86571428571e-06,0.021
274,0.136,0.068,60,2.85714285714e-06,0.021
275,0.136,0.068,80,2.85714285714e-06,0.021
276,0.138,0.069,20,0.000144227142857,0.019
277,0.138,0.069,40,2.85714285714e-06,0.019
278,0.138,0.069,60,2.85714285714e-06,0.019
279,0.138,0.069,80,2.85714285714e-06,0.019
280,0.14,0.07,20,0.000132072857143,0.019
281,0.14,0.07,40,2.87e-06,0.019
282,0.14,0.07,60,2.85714285714e-06,0.019
283,0.14,0.07,80,2.85714285714e-06,0.019
284,0.142,0.071,20,0.000117251428571,0.021
285,0.142,0.071,40,2.92142857143e-06,0.021
286,0.142,0.071,60,2.85714285714e-06,0.021
287,0.142,0.071,80,2.85714285714e-06,0.021
288,0.144,0.072,20,0.000106472857143,0.023
289,0.144,0.072,40,2.86e-06,0.023
290,0.144,0.072,60,2.85714285714e-06,0.023
291,0.144,0.072,80,2.85714285714e-06,0.023
292,0.146,0.073,20,9.31942857143e-05,0.021
293,0.146,0.073,40,2.85714285714e-06,0.021
294,0.146,0.073,60,2.85714285714e-06,0.021
295,0.146,0.073,80,2.85714285714e-06,0.021
296,0.148,0.074,20,8.36171428571e-05,0.023
297,0.148,0.074,40,2.86142857143e-06,0.023
298,0.148,0.074,60,2.85714285714e-06,0.023
299,0.148,0.074,80,2.85714285714e-06,0.023
300,0.15,0.075,20,7.51114285714e-05,0.034
301,0.15,0.075,40,2.85714285714e-06,0.034
302,0.15,0.075,60,2.85714285714e-06,0.034
303,0.15,0.075,80,2.85714285714e-06,0.034
304,0.152,0.076,20,6.58528571429e-05,0.017
305,0.152,0.076,40,2.91857142857e-06,0.017
306,0.152,0.076,60,2.85714285714e-06,0.017
307,0.152,0.076,80,2.85714285714e-06,0.017
308,0.154,0.077,20,5.79357142857e-05,0.024
309,0.154,0.077,40,2.85714285714e-06,0.024
310,0.154,0.077,60,2.85714285714e-06,0.024
311,0.154,0.077,80,2.85714285714e-06,0.024
312,0.156,0.078,20,5.20457142857e-05,0.027
313,0.156,0.078,40,2.88e-06,0.027
314,0.156,0.078,60,2.85714285714e-06,0.027
315,0.156,0.078,80,2.85714285714e-06,0.027
316,0.158,0.079,20,4.57114285714e-05,0.014
317,0.158,0.079,40,2.85714285714e-06,0.014
318,0.158,0.079,60,2.85714285714e-06,0.014
319,0.158,0.079,80,2.85714285714e-06,0.014
320,0.16,0.08,20,4.24085714286e-05,0.018
321,0.16,0.08,40,2.85714285714e-06,0.018
322,0.16,0.08,60,2.85714285714e-06,0.018
323,0.16,0.08,80,2.85714285714e-06,0.018
324,0.162,0.081,20,3.80742857143e-05,0.025
325,0.162,0.081,40,2.85714285714e-06,0.025
326,0.162,0.081,60,2.85714285714e-06,0.025
327,0.162,0.081,80,2.85714285714e-06,0.025
328,0.164,0.082,20,3.30771428571e-05,0.021
329,0.164,0.082,40,2.85714285714e-06,0.021
330,0.164,0.082,60,2.85714285714e-06,0.021
331,0.164,0.082,80,2.85714285714e-06,0.021
332,0.166,0.083,20,3.03542857143e-05,0.015
333,0.166,0.083,40,2.85714285714e-06,0.015
334,0.166,0.083,60,2.85714285714e-06,0.015
335,0.166,0.083,80,2.85714285714e-06,0.015
336,0.168,0.084,20,2.61285714286e-05,0.025
337,0.168,0.084,40,2.85714285714e-06,0.025
338,0.168,0.084,60,2.85714285714e-06,0.025
339,0.168,0.084,80,2.85714285714e-06,0.025
340,0.17,0.085,20,2.39514285714e-05,0.02
341,0.17,0.085,40,2.85714285714e-06,0.02
342,0.17,0.085,60,2.85714285714e-06,0.02
343,0.17,0.085,80,2.85714285714e-06,0.02
344,0.172,0.086,20,2.256e-05,0.018
345,0.172,0.086,40,2.85714285714e-06,0.018
346,0.172,0.086,60,2.85714285714e-06,0.018
347,0.172,0.086,80,2.85714285714e-06,0.018
348,0.174,0.087,20,2.11342857143e-05,0.027
349,0.174,0.087,40,2.85714285714e-06,0.027
350,0.174,0.087,60,2.85714285714e-06,0.027
351,0.174,0.087,80,2.85714285714e-06,0.027
352,0.176,0.088,20,1.65728571429e-05,0.015
353,0.176,0.088,40,2.85714285714e-06,0.015
354,0.176,0.088,60,2.85714285714e-06,0.015
355,0.176,0.088,80,2.85714285714e-06,0.015
356,0.178,0.089,20,1.49057142857e-05,0.015
357,0.178,0.089,40,2.85714285714e-06,0.015
358,0.178,0.089,60,2.85714285714e-06,0.015
359,0.178,0.089,80,2.85714285714e-06,0.015
360,0.18,0.09,20,1.53742857143e-05,0.015
361,0.18,0.09,40,2.85714285714e-06,0.015
362,0.18,0.09,60,2.85714285714e-06,0.015
363,0.18,0.09,80,2.85714285714e-06,0.015
364,0.182,0.091,20,1.291e-05,0.023
365,0.182,0.091,40,2.85714285714e-06,0.023
366,0.182,0.091,60,2.85714285714e-06,0.023
367,0.182,0.091,80,2.85714285714e-06,0.023
368,0.184,0.092,20,1.09442857143e-05,0.019
369,0.184,0.092,40,2.85714285714e-06,0.019
370,0.184,0.092,60,2.85714285714e-06,0.019
371,0.184,0.092,80,2.85714285714e-06,0.019
372,0.186,0.093,20,1.029e-05,0.015
373,0.186,0.093,40,2.85714285714e-06,0.015
374,0.186,0.093,60,2.85714285714e-06,0.015
375,0.186,0.093,80,2.85714285714e-06,0.015
376,0.188,0.094,20,1.095e-05,0.013
377,0.188,0.094,40,2.85714285714e-06,0.013
378,0.188,0.094,60,2.85714285714e-06,0.013
379,0.188,0.094,80,2.85714285714e-06,0.013
380,0.19,0.095,20,9.68142857143e-06,0.023
381,0.19,0.095,40,2.85714285714e-06,0.023
382,0.19,0.095,60,2.85714285714e-06,0.023
383,0.19,0.095,80,2.85714285714e-06,0.023
384,0.192,0.096,20,8.45e-06,0.025
385,0.192,0.096,40,2.85714285714e-06,0.025
386,0.192,0.096,60,2.85714285714e-06,0.025
387,0.192,0.096,80,2.85714285714e-06,0.025
388,0.194,0.097,20,7.80857142857e-06,0.019
389,0.194,0.097,40,2.85714285714e-06,0.019
390,0.194,0.097,60,2.85714285714e-06,0.019
391,0.194,0.097,80,2.85714285714e-06,0.019
392,0.196,0.098,20,7.55714285714e-06,0.018
393,0.196,0.098,40,2.85714285714e-06,0.018
394,0.196,0.098,60,2.85714285714e-06,0.018
395,0.196,0.098,80,2.85714285714e-06,0.018
396,0.198,0.099,20,6.82e-06,0.021
397,0.198,0.099,40,2.85714285714e-06,0.021
398,0.198,0.099,60,2.85714285714e-06,0.021
399,0.198,0.099,80,2.85714285714e-06,0.021
