,sel,mig,pibin,pifreq
1630,0.048,0.004,9,1591
1631,0.048,0.004,10,1841
1632,0.048,0.004,11,1232
1633,0.048,0.004,12,2034
1634,0.048,0.004,13,1942
1635,0.048,0.004,14,2604
1636,0.048,0.004,15,1777
1637,0.048,0.004,16,2250
1638,0.048,0.004,17,1725
1639,0.048,0.004,18,1377
1640,0.048,0.004,19,1949
1641,0.048,0.004,20,1680
1642,0.048,0.004,21,1610
1643,0.048,0.004,22,1125
1644,0.048,0.004,23,1003
1645,0.048,0.004,24,1107
1646,0.048,0.004,25,487
1647,0.048,0.004,26,464
1648,0.048,0.004,27,645
1649,0.048,0.004,28,425
1650,0.048,0.004,29,243
1651,0.048,0.004,30,95
1652,0.048,0.004,32,60
1653,0.048,0.004,33,19
1654,0.048,0.004,34,96
1655,0.048,0.005,0,126023
1656,0.048,0.005,1,3136
1657,0.048,0.005,2,1770
1658,0.048,0.005,3,1101
1659,0.048,0.005,4,1454
1660,0.048,0.005,5,1163
1661,0.048,0.005,6,1304
1662,0.048,0.005,7,1055
1663,0.048,0.005,8,1765
1664,0.048,0.005,9,1638
1665,0.048,0.005,10,2046
1666,0.048,0.005,11,2115
1667,0.048,0.005,12,1862
1668,0.048,0.005,13,2371
1669,0.048,0.005,14,1717
1670,0.048,0.005,15,2206
1671,0.048,0.005,16,2534
1672,0.048,0.005,17,1540
1673,0.048,0.005,18,1943
1674,0.048,0.005,19,1317
1675,0.048,0.005,20,1737
1676,0.048,0.005,21,1507
1677,0.048,0.005,22,1384
1678,0.048,0.005,23,914
1679,0.048,0.005,24,701
1680,0.048,0.005,25,630
1681,0.048,0.005,26,835
1682,0.048,0.005,27,576
1683,0.048,0.005,28,349
1684,0.048,0.005,29,477
1685,0.048,0.005,30,72
1686,0.048,0.005,31,266
1687,0.048,0.005,32,104
1688,0.048,0.005,33,267
1689,0.048,0.005,34,4
1690,0.048,0.006,0,124101
1691,0.048,0.006,1,3769
1692,0.048,0.006,2,1924
1693,0.048,0.006,3,1388
1694,0.048,0.006,4,1498
1695,0.048,0.006,5,1339
1696,0.048,0.006,6,1599
1697,0.048,0.006,7,1503
1698,0.048,0.006,8,1030
1699,0.048,0.006,9,1967
1700,0.048,0.006,10,1773
1701,0.048,0.006,11,2103
1702,0.048,0.006,12,2547
1703,0.048,0.006,13,1695
1704,0.048,0.006,14,1873
1705,0.048,0.006,15,1733
1706,0.048,0.006,16,2019
1707,0.048,0.006,17,2024
1708,0.048,0.006,18,1783
1709,0.048,0.006,19,1856
1710,0.048,0.006,20,1879
1711,0.048,0.006,21,1621
1712,0.048,0.006,22,1136
1713,0.048,0.006,23,983
1714,0.048,0.006,24,807
1715,0.048,0.006,25,707
1716,0.048,0.006,26,777
1717,0.048,0.006,27,571
1718,0.048,0.006,28,305
1719,0.048,0.006,29,310
1720,0.048,0.006,30,270
1721,0.048,0.006,31,15
1722,0.048,0.006,32,83
1723,0.048,0.006,33,48
1724,0.048,0.007,0,125578
1725,0.048,0.007,1,3787
1726,0.048,0.007,2,1313
1727,0.048,0.007,3,1868
1728,0.048,0.007,4,1101
1729,0.048,0.007,5,1485
1730,0.048,0.007,6,1565
1731,0.048,0.007,7,1579
1732,0.048,0.007,8,1195
1733,0.048,0.007,9,1666
1734,0.048,0.007,10,1789
1735,0.048,0.007,11,1585
1736,0.048,0.007,12,1804
1737,0.048,0.007,13,2443
1738,0.048,0.007,14,1719
1739,0.048,0.007,15,1584
1740,0.048,0.007,16,2006
1741,0.048,0.007,17,1549
1742,0.048,0.007,18,1469
1743,0.048,0.007,19,1909
1744,0.048,0.007,20,1587
1745,0.048,0.007,21,1304
1746,0.048,0.007,22,1551
1747,0.048,0.007,23,1439
1748,0.048,0.007,24,1230
1749,0.048,0.007,25,781
1750,0.048,0.007,26,1068
1751,0.048,0.007,27,550
1752,0.048,0.007,28,396
1753,0.048,0.007,29,62
1754,0.048,0.007,30,308
1755,0.048,0.007,31,16
1756,0.048,0.007,32,154
1757,0.048,0.007,33,32
1758,0.048,0.007,34,72
1759,0.048,0.008,0,126107
1760,0.048,0.008,1,3832
1761,0.048,0.008,2,1874
1762,0.048,0.008,3,1497
1763,0.048,0.008,4,1354
1764,0.048,0.008,5,959
1765,0.048,0.008,6,1202
1766,0.048,0.008,7,1274
1767,0.048,0.008,8,1899
1768,0.048,0.008,9,1744
1769,0.048,0.008,10,1512
1770,0.048,0.008,11,2042
1771,0.048,0.008,12,1466
1772,0.048,0.008,13,1468
1773,0.048,0.008,14,1847
1774,0.048,0.008,15,1980
1775,0.048,0.008,16,1771
1776,0.048,0.008,17,2085
1777,0.048,0.008,18,1703
1778,0.048,0.008,19,1338
1779,0.048,0.008,20,1983
1780,0.048,0.008,21,1452
1781,0.048,0.008,22,1089
1782,0.048,0.008,23,973
1783,0.048,0.008,24,1368
1784,0.048,0.008,25,896
1785,0.048,0.008,26,403
1786,0.048,0.008,27,390
1787,0.048,0.008,28,482
1788,0.048,0.008,29,276
1789,0.048,0.008,30,20
1790,0.048,0.008,31,200
1791,0.048,0.008,32,166
1792,0.048,0.008,33,59
1793,0.048,0.008,34,44
1794,0.048,0.009,0,125220
1795,0.048,0.009,1,3732
1796,0.048,0.009,2,1209
1797,0.048,0.009,3,1550
1798,0.048,0.009,4,1175
1799,0.048,0.009,5,1303
1800,0.048,0.009,6,1059
1801,0.048,0.009,7,1724
1802,0.048,0.009,8,1148
1803,0.048,0.009,9,1203
1804,0.048,0.009,10,1887
1805,0.048,0.009,11,1696
1806,0.048,0.009,12,2015
1807,0.048,0.009,13,2269
1808,0.048,0.009,14,2037
1809,0.048,0.009,15,2128
1810,0.048,0.009,16,1963
1811,0.048,0.009,17,1991
1812,0.048,0.009,18,1872
1813,0.048,0.009,19,2101
1814,0.048,0.009,20,2011
1815,0.048,0.009,21,1675
1816,0.048,0.009,22,1533
1817,0.048,0.009,23,1336
1818,0.048,0.009,24,1264
1819,0.048,0.009,25,589
1820,0.048,0.009,26,522
1821,0.048,0.009,27,781
1822,0.048,0.009,28,570
1823,0.048,0.009,29,182
1824,0.048,0.009,30,126
1825,0.048,0.009,31,207
1826,0.048,0.009,32,12
1827,0.048,0.009,33,55
1828,0.054,0.0,0,58449
1829,0.054,0.0,1,474
1830,0.054,0.0,2,138
1831,0.054,0.0,3,75
1832,0.054,0.0,4,51
1833,0.054,0.0,5,109
1834,0.054,0.0,6,88
1835,0.054,0.0,7,32
1836,0.054,0.0,8,168
1837,0.054,0.0,9,60
1838,0.054,0.0,11,37
1839,0.054,0.0,13,51
1840,0.054,0.0,17,66
1841,0.054,0.0,18,1
1842,0.054,0.001,0,133692
1843,0.054,0.001,1,3515
1844,0.054,0.001,2,1410
1845,0.054,0.001,3,891
1846,0.054,0.001,4,760
1847,0.054,0.001,5,900
1848,0.054,0.001,6,1381
1849,0.054,0.001,7,1293
1850,0.054,0.001,8,1144
1851,0.054,0.001,9,1352
1852,0.054,0.001,10,1141
1853,0.054,0.001,11,2091
1854,0.054,0.001,12,1402
1855,0.054,0.001,13,1867
1856,0.054,0.001,14,1782
1857,0.054,0.001,15,1948
1858,0.054,0.001,16,1597
1859,0.054,0.001,17,1953
1860,0.054,0.001,18,1301
1861,0.054,0.001,19,1324
1862,0.054,0.001,20,1503
1863,0.054,0.001,21,1046
1864,0.054,0.001,22,1309
1865,0.054,0.001,23,888
1866,0.054,0.001,24,752
1867,0.054,0.001,25,740
1868,0.054,0.001,26,664
1869,0.054,0.001,27,494
1870,0.054,0.001,28,359
1871,0.054,0.001,29,423
1872,0.054,0.001,30,90
1873,0.054,0.001,31,236
1874,0.054,0.001,32,78
1875,0.054,0.001,33,58
1876,0.054,0.002,0,130946
1877,0.054,0.002,1,3576
1878,0.054,0.002,2,1336
1879,0.054,0.002,3,1179
1880,0.054,0.002,4,1137
1881,0.054,0.002,5,834
1882,0.054,0.002,6,1212
1883,0.054,0.002,7,1991
1884,0.054,0.002,8,1730
1885,0.054,0.002,9,1718
1886,0.054,0.002,10,1108
1887,0.054,0.002,11,1569
1888,0.054,0.002,12,1928
1889,0.054,0.002,13,1557
1890,0.054,0.002,14,1709
1891,0.054,0.002,15,1574
1892,0.054,0.002,16,1405
1893,0.054,0.002,17,1540
1894,0.054,0.002,18,1863
1895,0.054,0.002,19,1567
1896,0.054,0.002,20,1388
1897,0.054,0.002,21,1257
1898,0.054,0.002,22,1636
1899,0.054,0.002,23,1299
1900,0.054,0.002,24,1305
1901,0.054,0.002,25,922
1902,0.054,0.002,26,660
1903,0.054,0.002,27,609
1904,0.054,0.002,28,657
1905,0.054,0.002,29,383
1906,0.054,0.002,30,224
1907,0.054,0.002,31,201
1908,0.054,0.002,32,295
1909,0.054,0.002,33,151
1910,0.054,0.002,34,131
1911,0.054,0.003,0,130612
1912,0.054,0.003,1,3671
1913,0.054,0.003,2,1298
1914,0.054,0.003,3,1322
1915,0.054,0.003,4,1184
1916,0.054,0.003,5,1190
1917,0.054,0.003,6,1639
1918,0.054,0.003,7,1353
1919,0.054,0.003,8,1561
1920,0.054,0.003,9,1081
1921,0.054,0.003,10,1459
1922,0.054,0.003,11,1825
1923,0.054,0.003,12,1590
1924,0.054,0.003,13,1953
1925,0.054,0.003,14,1838
1926,0.054,0.003,15,2008
1927,0.054,0.003,16,1428
1928,0.054,0.003,17,1771
1929,0.054,0.003,18,1439
1930,0.054,0.003,19,1646
1931,0.054,0.003,20,1991
1932,0.054,0.003,21,1559
1933,0.054,0.003,22,1240
1934,0.054,0.003,23,1073
1935,0.054,0.003,24,877
1936,0.054,0.003,25,600
1937,0.054,0.003,26,344
1938,0.054,0.003,27,349
1939,0.054,0.003,28,395
1940,0.054,0.003,29,247
1941,0.054,0.003,30,382
1942,0.054,0.003,31,218
1943,0.054,0.003,32,89
1944,0.054,0.003,33,134
1945,0.054,0.003,34,118
1946,0.054,0.004,0,128618
1947,0.054,0.004,1,3885
1948,0.054,0.004,2,1575
1949,0.054,0.004,3,1464
1950,0.054,0.004,4,1759
1951,0.054,0.004,5,1553
1952,0.054,0.004,6,1248
1953,0.054,0.004,7,1042
1954,0.054,0.004,8,966
1955,0.054,0.004,9,1903
1956,0.054,0.004,10,1305
1957,0.054,0.004,11,1511
1958,0.054,0.004,12,1554
1959,0.054,0.004,13,1462
1960,0.054,0.004,14,1391
1961,0.054,0.004,15,1558
1962,0.054,0.004,16,2287
1963,0.054,0.004,17,1798
1964,0.054,0.004,18,1804
1965,0.054,0.004,19,1739
1966,0.054,0.004,20,1942
1967,0.054,0.004,21,1830
1968,0.054,0.004,22,1613
1969,0.054,0.004,23,1361
1970,0.054,0.004,24,959
1971,0.054,0.004,25,1120
1972,0.054,0.004,26,744
1973,0.054,0.004,27,977
1974,0.054,0.004,28,367
1975,0.054,0.004,29,526
1976,0.054,0.004,30,403
1977,0.054,0.004,31,223
1978,0.054,0.004,32,458
1979,0.054,0.004,33,19
1980,0.054,0.004,34,117
1981,0.054,0.005,0,129115
1982,0.054,0.005,1,4472
1983,0.054,0.005,2,1153
1984,0.054,0.005,3,823
1985,0.054,0.005,4,974
1986,0.054,0.005,5,957
1987,0.054,0.005,6,848
1988,0.054,0.005,7,1301
1989,0.054,0.005,8,1265
1990,0.054,0.005,9,1613
1991,0.054,0.005,10,1862
1992,0.054,0.005,11,1810
1993,0.054,0.005,12,1554
1994,0.054,0.005,13,1709
1995,0.054,0.005,14,2261
1996,0.054,0.005,15,2147
1997,0.054,0.005,16,2153
1998,0.054,0.005,17,2175
1999,0.054,0.005,18,1797
2000,0.054,0.005,19,1419
2001,0.054,0.005,20,1465
2002,0.054,0.005,21,1787
2003,0.054,0.005,22,1390
2004,0.054,0.005,23,1322
2005,0.054,0.005,24,1444
2006,0.054,0.005,25,664
2007,0.054,0.005,26,997
2008,0.054,0.005,27,727
2009,0.054,0.005,28,389
2010,0.054,0.005,29,211
2011,0.054,0.005,30,302
2012,0.054,0.005,31,229
2013,0.054,0.005,32,360
2014,0.054,0.005,33,108
2015,0.054,0.005,34,36
2016,0.054,0.006,0,127941
2017,0.054,0.006,1,3677
2018,0.054,0.006,2,1831
2019,0.054,0.006,3,1697
2020,0.054,0.006,4,1091
2021,0.054,0.006,5,1682
2022,0.054,0.006,6,1574
2023,0.054,0.006,7,1433
2024,0.054,0.006,8,1305
2025,0.054,0.006,9,1721
2026,0.054,0.006,10,1377
2027,0.054,0.006,11,1725
2028,0.054,0.006,12,2760
2029,0.054,0.006,13,1630
2030,0.054,0.006,14,1782
2031,0.054,0.006,15,1680
2032,0.054,0.006,16,1713
2033,0.054,0.006,17,1618
2034,0.054,0.006,18,1845
2035,0.054,0.006,19,1801
2036,0.054,0.006,20,1823
2037,0.054,0.006,21,1338
2038,0.054,0.006,22,1634
2039,0.054,0.006,23,1731
2040,0.054,0.006,24,1152
2041,0.054,0.006,25,988
2042,0.054,0.006,26,718
2043,0.054,0.006,27,556
2044,0.054,0.006,28,762
2045,0.054,0.006,29,295
2046,0.054,0.006,30,244
2047,0.054,0.006,31,235
2048,0.054,0.006,32,57
2049,0.054,0.006,33,94
2050,0.054,0.006,34,19
2051,0.054,0.007,0,129681
2052,0.054,0.007,1,3823
2053,0.054,0.007,2,863
2054,0.054,0.007,3,1280
2055,0.054,0.007,4,1697
2056,0.054,0.007,5,1587
2057,0.054,0.007,6,1644
2058,0.054,0.007,7,1199
2059,0.054,0.007,8,1492
2060,0.054,0.007,9,1263
2061,0.054,0.007,10,1818
2062,0.054,0.007,11,1641
2063,0.054,0.007,12,998
2064,0.054,0.007,13,1649
2065,0.054,0.007,14,2078
2066,0.054,0.007,15,1834
2067,0.054,0.007,16,1959
2068,0.054,0.007,17,1642
2069,0.054,0.007,18,1662
2070,0.054,0.007,19,1930
2071,0.054,0.007,20,1582
2072,0.054,0.007,21,1457
2073,0.054,0.007,22,1426
2074,0.054,0.007,23,1154
2075,0.054,0.007,24,1239
2076,0.054,0.007,25,1475
2077,0.054,0.007,26,397
2078,0.054,0.007,27,714
2079,0.054,0.007,28,517
2080,0.054,0.007,29,557
2081,0.054,0.007,30,364
2082,0.054,0.007,31,239
2083,0.054,0.007,32,194
2084,0.054,0.007,33,218
2085,0.054,0.007,34,184
2086,0.054,0.008,0,126979
2087,0.054,0.008,1,3856
2088,0.054,0.008,2,1469
2089,0.054,0.008,3,1901
2090,0.054,0.008,4,1629
2091,0.054,0.008,5,1284
2092,0.054,0.008,6,1186
2093,0.054,0.008,7,2003
2094,0.054,0.008,8,1741
2095,0.054,0.008,9,1369
2096,0.054,0.008,10,1790
2097,0.054,0.008,11,1567
2098,0.054,0.008,12,2022
2099,0.054,0.008,13,1809
2100,0.054,0.008,14,1584
2101,0.054,0.008,15,1589
2102,0.054,0.008,16,1893
2103,0.054,0.008,17,2332
2104,0.054,0.008,18,1990
2105,0.054,0.008,19,1321
2106,0.054,0.008,20,1676
2107,0.054,0.008,21,2067
2108,0.054,0.008,22,1297
2109,0.054,0.008,23,1394
2110,0.054,0.008,24,1171
2111,0.054,0.008,25,1040
2112,0.054,0.008,26,945
2113,0.054,0.008,27,637
2114,0.054,0.008,28,306
2115,0.054,0.008,29,591
2116,0.054,0.008,30,221
2117,0.054,0.008,31,274
2118,0.054,0.008,32,186
2119,0.054,0.008,33,250
2120,0.054,0.009,0,126920
2121,0.054,0.009,1,3976
2122,0.054,0.009,2,1225
2123,0.054,0.009,3,1271
2124,0.054,0.009,4,1690
2125,0.054,0.009,5,1162
2126,0.054,0.009,6,1322
2127,0.054,0.009,7,1503
2128,0.054,0.009,8,1436
2129,0.054,0.009,9,1199
2130,0.054,0.009,10,1677
2131,0.054,0.009,11,2146
2132,0.054,0.009,12,1623
2133,0.054,0.009,13,2138
2134,0.054,0.009,14,1811
2135,0.054,0.009,15,1936
2136,0.054,0.009,16,2397
2137,0.054,0.009,17,1845
2138,0.054,0.009,18,1704
2139,0.054,0.009,19,1806
2140,0.054,0.009,20,1745
2141,0.054,0.009,21,1194
2142,0.054,0.009,22,2097
2143,0.054,0.009,23,1388
2144,0.054,0.009,24,1302
2145,0.054,0.009,25,1066
2146,0.054,0.009,26,481
2147,0.054,0.009,27,631
2148,0.054,0.009,28,372
2149,0.054,0.009,29,438
2150,0.054,0.009,30,561
2151,0.054,0.009,31,191
2152,0.054,0.009,32,56
2153,0.054,0.009,33,205
2154,0.054,0.009,34,64
