,sel,mig,pibin,pifreq
114,0.012,0.006,4,7
115,0.012,0.006,5,12
116,0.012,0.006,6,3
117,0.012,0.006,7,6
118,0.012,0.006,8,2
119,0.012,0.006,9,11
120,0.012,0.006,10,6
121,0.012,0.006,11,6
122,0.012,0.006,12,7
123,0.012,0.006,13,1
124,0.012,0.006,14,9
125,0.012,0.006,15,2
126,0.012,0.006,19,7
127,0.012,0.006,20,3
128,0.012,0.006,25,2
129,0.012,0.007,0,705
130,0.012,0.007,1,17
131,0.012,0.007,2,25
132,0.012,0.007,3,10
133,0.012,0.007,4,10
134,0.012,0.007,5,6
135,0.012,0.007,6,16
136,0.012,0.007,7,9
137,0.012,0.007,8,8
138,0.012,0.007,9,11
139,0.012,0.007,10,7
140,0.012,0.007,11,1
141,0.012,0.007,12,12
142,0.012,0.007,13,15
143,0.012,0.007,14,2
144,0.012,0.007,15,1
145,0.012,0.007,16,2
146,0.012,0.007,17,15
147,0.012,0.007,19,1
148,0.012,0.007,22,2
149,0.012,0.008,0,708
150,0.012,0.008,1,36
151,0.012,0.008,2,11
152,0.012,0.008,3,8
153,0.012,0.008,4,11
154,0.012,0.008,5,12
155,0.012,0.008,6,19
156,0.012,0.008,7,23
157,0.012,0.008,8,5
158,0.012,0.008,9,12
159,0.012,0.008,10,10
160,0.012,0.008,11,9
161,0.012,0.008,12,7
162,0.012,0.008,13,3
163,0.012,0.008,14,9
164,0.012,0.008,15,13
165,0.012,0.008,16,2
166,0.012,0.008,17,2
167,0.012,0.008,18,2
168,0.012,0.008,19,2
169,0.012,0.008,20,2
170,0.012,0.008,21,3
171,0.012,0.008,22,1
172,0.012,0.008,25,6
173,0.012,0.008,26,2
174,0.012,0.009,0,762
175,0.012,0.009,1,10
176,0.012,0.009,2,10
177,0.012,0.009,3,25
178,0.012,0.009,4,13
179,0.012,0.009,5,2
180,0.012,0.009,6,30
181,0.012,0.009,7,14
182,0.012,0.009,8,18
183,0.012,0.009,9,9
184,0.012,0.009,10,17
185,0.012,0.009,13,11
186,0.012,0.009,15,1
187,0.012,0.009,16,13
188,0.012,0.009,17,4
189,0.012,0.009,18,5
190,0.012,0.009,19,2
191,0.018,0.0,0,15255
192,0.018,0.0,1,142
193,0.018,0.0,2,22
194,0.018,0.0,6,38
195,0.018,0.0,7,31
196,0.018,0.0,9,24
197,0.018,0.0,14,10
198,0.018,0.0,17,8
199,0.018,0.001,0,28045
200,0.018,0.001,1,730
201,0.018,0.001,2,416
202,0.018,0.001,3,307
203,0.018,0.001,4,297
204,0.018,0.001,5,240
205,0.018,0.001,6,255
206,0.018,0.001,7,285
207,0.018,0.001,8,308
208,0.018,0.001,9,169
209,0.018,0.001,10,229
210,0.018,0.001,11,204
211,0.018,0.001,12,191
212,0.018,0.001,13,195
213,0.018,0.001,14,136
214,0.018,0.001,15,262
215,0.018,0.001,16,93
216,0.018,0.001,17,98
217,0.018,0.001,18,59
218,0.018,0.001,19,89
219,0.018,0.001,20,36
220,0.018,0.001,21,18
221,0.018,0.001,22,46
222,0.018,0.001,23,7
223,0.018,0.001,24,25
224,0.018,0.001,25,13
225,0.018,0.001,26,34
226,0.018,0.001,28,48
227,0.018,0.002,0,29912
228,0.018,0.002,1,806
229,0.018,0.002,2,554
230,0.018,0.002,3,521
231,0.018,0.002,4,349
232,0.018,0.002,5,422
233,0.018,0.002,6,318
234,0.018,0.002,7,359
235,0.018,0.002,8,463
236,0.018,0.002,9,309
237,0.018,0.002,10,341
238,0.018,0.002,11,228
239,0.018,0.002,12,194
240,0.018,0.002,13,144
241,0.018,0.002,14,402
242,0.018,0.002,15,236
243,0.018,0.002,16,255
244,0.018,0.002,17,151
245,0.018,0.002,18,72
246,0.018,0.002,19,126
247,0.018,0.002,20,62
248,0.018,0.002,21,48
249,0.018,0.002,22,47
250,0.018,0.002,23,20
251,0.018,0.002,24,32
252,0.018,0.002,25,9
253,0.018,0.003,0,30917
254,0.018,0.003,1,898
255,0.018,0.003,2,864
256,0.018,0.003,3,500
257,0.018,0.003,4,467
258,0.018,0.003,5,513
259,0.018,0.003,6,275
260,0.018,0.003,7,493
261,0.018,0.003,8,390
262,0.018,0.003,9,226
263,0.018,0.003,10,517
264,0.018,0.003,11,198
265,0.018,0.003,12,238
266,0.018,0.003,13,249
267,0.018,0.003,14,216
268,0.018,0.003,15,152
269,0.018,0.003,16,146
270,0.018,0.003,17,118
271,0.018,0.003,18,92
272,0.018,0.003,19,311
273,0.018,0.003,20,192
274,0.018,0.003,21,194
275,0.018,0.003,22,46
276,0.018,0.003,23,19
277,0.018,0.003,25,6
278,0.018,0.004,0,31879
279,0.018,0.004,1,957
280,0.018,0.004,2,543
281,0.018,0.004,3,619
282,0.018,0.004,4,558
283,0.018,0.004,5,448
284,0.018,0.004,6,497
285,0.018,0.004,7,295
286,0.018,0.004,8,317
287,0.018,0.004,9,372
288,0.018,0.004,10,355
289,0.018,0.004,11,422
290,0.018,0.004,12,237
291,0.018,0.004,13,184
292,0.018,0.004,14,207
293,0.018,0.004,15,130
294,0.018,0.004,16,254
295,0.018,0.004,17,159
296,0.018,0.004,18,199
297,0.018,0.004,19,194
298,0.018,0.004,20,122
299,0.018,0.004,21,31
300,0.018,0.004,22,58
301,0.018,0.004,23,100
302,0.018,0.004,24,55
303,0.018,0.004,25,49
304,0.018,0.004,27,18
305,0.018,0.005,0,31304
306,0.018,0.005,1,1132
307,0.018,0.005,2,652
308,0.018,0.005,3,684
309,0.018,0.005,4,676
310,0.018,0.005,5,806
311,0.018,0.005,6,403
312,0.018,0.005,7,503
313,0.018,0.005,8,333
314,0.018,0.005,9,407
315,0.018,0.005,10,427
316,0.018,0.005,11,323
317,0.018,0.005,12,237
318,0.018,0.005,13,323
319,0.018,0.005,14,156
320,0.018,0.005,15,437
321,0.018,0.005,16,100
322,0.018,0.005,17,210
323,0.018,0.005,18,146
324,0.018,0.005,19,191
325,0.018,0.005,20,140
326,0.018,0.005,21,99
327,0.018,0.005,22,53
328,0.018,0.005,23,45
329,0.018,0.005,25,32
330,0.018,0.005,27,64
331,0.018,0.005,28,8
332,0.018,0.006,0,31134
333,0.018,0.006,1,888
334,0.018,0.006,2,685
335,0.018,0.006,3,614
336,0.018,0.006,4,371
337,0.018,0.006,5,556
338,0.018,0.006,6,425
339,0.018,0.006,7,449
340,0.018,0.006,8,269
341,0.018,0.006,9,418
342,0.018,0.006,10,494
343,0.018,0.006,11,363
344,0.018,0.006,12,478
345,0.018,0.006,13,366
346,0.018,0.006,14,244
347,0.018,0.006,15,150
348,0.018,0.006,16,114
349,0.018,0.006,17,234
350,0.018,0.006,18,169
351,0.018,0.006,19,86
352,0.018,0.006,20,231
353,0.018,0.006,21,41
354,0.018,0.006,22,41
355,0.018,0.006,23,82
356,0.018,0.006,24,47
357,0.018,0.006,25,22
358,0.018,0.006,26,4
359,0.018,0.006,27,7
360,0.018,0.006,28,12
361,0.018,0.007,0,31439
362,0.018,0.007,1,1229
363,0.018,0.007,2,486
364,0.018,0.007,3,606
365,0.018,0.007,4,445
366,0.018,0.007,5,609
367,0.018,0.007,6,467
368,0.018,0.007,7,498
369,0.018,0.007,8,514
370,0.018,0.007,9,535
371,0.018,0.007,10,503
372,0.018,0.007,11,441
373,0.018,0.007,12,350
374,0.018,0.007,13,284
375,0.018,0.007,14,416
376,0.018,0.007,15,221
377,0.018,0.007,16,406
378,0.018,0.007,17,283
379,0.018,0.007,18,77
380,0.018,0.007,19,128
381,0.018,0.007,20,37
382,0.018,0.007,21,115
383,0.018,0.007,22,96
384,0.018,0.007,23,131
385,0.018,0.007,25,10
386,0.018,0.007,26,69
387,0.018,0.007,27,10
388,0.018,0.008,0,30636
389,0.018,0.008,1,1356
390,0.018,0.008,2,466
391,0.018,0.008,3,609
392,0.018,0.008,4,698
393,0.018,0.008,5,629
394,0.018,0.008,6,599
395,0.018,0.008,7,564
396,0.018,0.008,8,654
397,0.018,0.008,9,487
398,0.018,0.008,10,468
399,0.018,0.008,11,370
400,0.018,0.008,12,195
401,0.018,0.008,13,357
402,0.018,0.008,14,253
403,0.018,0.008,15,371
404,0.018,0.008,16,357
405,0.018,0.008,17,153
406,0.018,0.008,18,292
407,0.018,0.008,19,170
408,0.018,0.008,20,100
409,0.018,0.008,21,121
410,0.018,0.008,22,44
411,0.018,0.008,23,44
412,0.018,0.008,24,20
413,0.018,0.008,25,55
414,0.018,0.008,26,7
415,0.018,0.008,27,18
416,0.018,0.009,0,32165
417,0.018,0.009,1,1168
418,0.018,0.009,2,997
419,0.018,0.009,3,740
420,0.018,0.009,4,699
421,0.018,0.009,5,640
422,0.018,0.009,6,482
423,0.018,0.009,7,427
424,0.018,0.009,8,452
425,0.018,0.009,9,256
426,0.018,0.009,10,489
427,0.018,0.009,11,261
428,0.018,0.009,12,327
429,0.018,0.009,13,390
430,0.018,0.009,14,161
431,0.018,0.009,15,471
432,0.018,0.009,16,239
433,0.018,0.009,17,159
434,0.018,0.009,18,59
435,0.018,0.009,19,188
436,0.018,0.009,20,51
437,0.018,0.009,21,177
438,0.018,0.009,22,88
439,0.018,0.009,23,94
440,0.018,0.009,24,74
441,0.018,0.009,27,30
442,0.018,0.009,28,76
443,0.024,0.0,0,33583
444,0.024,0.0,1,236
445,0.024,0.0,4,88
446,0.024,0.0,5,50
447,0.024,0.0,7,16
448,0.024,0.001,0,82757
449,0.024,0.001,1,1904
450,0.024,0.001,2,1697
451,0.024,0.001,3,1088
452,0.024,0.001,4,1225
453,0.024,0.001,5,1032
454,0.024,0.001,6,1069
455,0.024,0.001,7,701
456,0.024,0.001,8,732
457,0.024,0.001,9,799
458,0.024,0.001,10,890
459,0.024,0.001,11,684
460,0.024,0.001,12,513
461,0.024,0.001,13,682
462,0.024,0.001,14,527
463,0.024,0.001,15,566
464,0.024,0.001,16,541
465,0.024,0.001,17,429
466,0.024,0.001,18,406
467,0.024,0.001,19,421
468,0.024,0.001,20,368
469,0.024,0.001,21,361
470,0.024,0.001,22,112
471,0.024,0.001,23,222
472,0.024,0.001,24,184
473,0.024,0.001,25,168
474,0.024,0.001,26,44
475,0.024,0.001,27,69
476,0.024,0.001,28,9
477,0.024,0.002,0,84059
478,0.024,0.002,1,2609
479,0.024,0.002,2,2060
480,0.024,0.002,3,1335
481,0.024,0.002,4,1494
482,0.024,0.002,5,877
483,0.024,0.002,6,1064
484,0.024,0.002,7,1013
485,0.024,0.002,8,838
486,0.024,0.002,9,704
487,0.024,0.002,10,829
488,0.024,0.002,11,774
489,0.024,0.002,12,549
490,0.024,0.002,13,991
491,0.024,0.002,14,908
492,0.024,0.002,15,628
493,0.024,0.002,16,490
494,0.024,0.002,17,575
495,0.024,0.002,18,600
496,0.024,0.002,19,594
497,0.024,0.002,20,465
498,0.024,0.002,21,442
499,0.024,0.002,22,307
500,0.024,0.002,23,199
501,0.024,0.002,24,201
502,0.024,0.002,25,112
503,0.024,0.002,26,98
504,0.024,0.002,27,266
505,0.024,0.002,28,40
506,0.024,0.002,29,125
507,0.024,0.002,30,75
508,0.024,0.002,31,14
509,0.024,0.003,0,83839
510,0.024,0.003,1,2750
511,0.024,0.003,2,1844
512,0.024,0.003,3,1646
513,0.024,0.003,4,1644
514,0.024,0.003,5,1373
515,0.024,0.003,6,997
516,0.024,0.003,7,1279
517,0.024,0.003,8,851
518,0.024,0.003,9,1247
519,0.024,0.003,10,680
520,0.024,0.003,11,825
521,0.024,0.003,12,454
522,0.024,0.003,13,891
523,0.024,0.003,14,779
524,0.024,0.003,15,500
525,0.024,0.003,16,986
526,0.024,0.003,17,637
527,0.024,0.003,18,831
528,0.024,0.003,19,741
529,0.024,0.003,20,464
530,0.024,0.003,21,359
531,0.024,0.003,22,236
532,0.024,0.003,23,355
533,0.024,0.003,24,177
534,0.024,0.003,25,78
535,0.024,0.003,26,158
536,0.024,0.003,27,64
537,0.024,0.003,28,46
538,0.024,0.003,29,44
539,0.024,0.004,0,86855
540,0.024,0.004,1,2875
541,0.024,0.004,2,1893
542,0.024,0.004,3,1470
543,0.024,0.004,4,1333
544,0.024,0.004,5,1187
545,0.024,0.004,6,968
546,0.024,0.004,7,1154
547,0.024,0.004,8,1069
548,0.024,0.004,9,1180
549,0.024,0.004,10,844
550,0.024,0.004,11,1445
551,0.024,0.004,12,1066
552,0.024,0.004,13,867
553,0.024,0.004,14,813
554,0.024,0.004,15,689
555,0.024,0.004,16,837
556,0.024,0.004,17,1020
557,0.024,0.004,18,837
558,0.024,0.004,19,589
559,0.024,0.004,20,595
560,0.024,0.004,21,428
561,0.024,0.004,22,199
562,0.024,0.004,23,442
563,0.024,0.004,24,198
564,0.024,0.004,25,210
565,0.024,0.004,26,99
566,0.024,0.004,27,67
567,0.024,0.004,28,6
568,0.024,0.004,29,84
569,0.024,0.005,0,84755
570,0.024,0.005,1,2733
571,0.024,0.005,2,1657
572,0.024,0.005,3,2076
573,0.024,0.005,4,1483
574,0.024,0.005,5,1273
575,0.024,0.005,6,1157
576,0.024,0.005,7,1123
577,0.024,0.005,8,962
578,0.024,0.005,9,1137
579,0.024,0.005,10,992
580,0.024,0.005,11,967
581,0.024,0.005,12,871
582,0.024,0.005,13,835
583,0.024,0.005,14,900
584,0.024,0.005,15,966
585,0.024,0.005,16,619
586,0.024,0.005,17,660
587,0.024,0.005,18,567
588,0.024,0.005,19,727
589,0.024,0.005,20,305
590,0.024,0.005,21,358
591,0.024,0.005,22,274
592,0.024,0.005,23,276
593,0.024,0.005,24,365
594,0.024,0.005,25,72
595,0.024,0.005,26,4
596,0.024,0.005,27,134
597,0.024,0.005,28,80
598,0.024,0.006,0,83705
599,0.024,0.006,1,3066
600,0.024,0.006,2,1366
601,0.024,0.006,3,1926
602,0.024,0.006,4,1287
603,0.024,0.006,5,1421
604,0.024,0.006,6,1040
605,0.024,0.006,7,868
606,0.024,0.006,8,791
607,0.024,0.006,9,1037
608,0.024,0.006,10,1087
609,0.024,0.006,11,940
610,0.024,0.006,12,986
611,0.024,0.006,13,939
612,0.024,0.006,14,875
613,0.024,0.006,15,1057
614,0.024,0.006,16,657
615,0.024,0.006,17,672
616,0.024,0.006,18,860
617,0.024,0.006,19,894
618,0.024,0.006,20,545
619,0.024,0.006,21,605
620,0.024,0.006,22,209
621,0.024,0.006,23,318
622,0.024,0.006,24,386
623,0.024,0.006,25,78
624,0.024,0.006,26,36
625,0.024,0.006,27,73
626,0.024,0.006,29,61
627,0.024,0.007,0,82106
628,0.024,0.007,1,3394
629,0.024,0.007,2,1845
630,0.024,0.007,3,1522
631,0.024,0.007,4,1759
632,0.024,0.007,5,1830
633,0.024,0.007,6,1605
634,0.024,0.007,7,882
635,0.024,0.007,8,948
636,0.024,0.007,9,698
637,0.024,0.007,10,1032
638,0.024,0.007,11,1125
639,0.024,0.007,12,1001
640,0.024,0.007,13,1010
641,0.024,0.007,14,1116
642,0.024,0.007,15,612
643,0.024,0.007,16,1018
644,0.024,0.007,17,1273
645,0.024,0.007,18,625
646,0.024,0.007,19,459
647,0.024,0.007,20,584
648,0.024,0.007,21,335
649,0.024,0.007,22,347
650,0.024,0.007,23,134
651,0.024,0.007,24,194
652,0.024,0.007,25,150
653,0.024,0.007,26,48
654,0.024,0.007,27,68
655,0.024,0.007,29,60
656,0.024,0.008,0,84769
657,0.024,0.008,1,2716
658,0.024,0.008,2,2096
659,0.024,0.008,3,1033
660,0.024,0.008,4,1509
661,0.024,0.008,5,1243
662,0.024,0.008,6,1269
663,0.024,0.008,7,1073
664,0.024,0.008,8,1504
665,0.024,0.008,9,842
666,0.024,0.008,10,1090
667,0.024,0.008,11,926
668,0.024,0.008,12,1099
669,0.024,0.008,13,862
670,0.024,0.008,14,1000
671,0.024,0.008,15,955
672,0.024,0.008,16,865
673,0.024,0.008,17,824
674,0.024,0.008,18,581
675,0.024,0.008,19,543
676,0.024,0.008,20,615
677,0.024,0.008,21,417
678,0.024,0.008,22,280
679,0.024,0.008,23,363
680,0.024,0.008,24,457
681,0.024,0.008,25,181
682,0.024,0.008,26,129
683,0.024,0.008,27,162
684,0.024,0.008,28,79
685,0.024,0.008,29,30
686,0.024,0.009,0,84466
687,0.024,0.009,1,2272
688,0.024,0.009,2,1858
689,0.024,0.009,3,1926
690,0.024,0.009,4,1165
691,0.024,0.009,5,1799
692,0.024,0.009,6,956
693,0.024,0.009,7,1261
694,0.024,0.009,8,1015
695,0.024,0.009,9,1258
696,0.024,0.009,10,1025
697,0.024,0.009,11,1125
698,0.024,0.009,12,937
699,0.024,0.009,13,1081
700,0.024,0.009,14,861
701,0.024,0.009,15,559
702,0.024,0.009,16,671
703,0.024,0.009,17,741
704,0.024,0.009,18,760
705,0.024,0.009,19,725
706,0.024,0.009,20,292
707,0.024,0.009,21,338
708,0.024,0.009,22,474
709,0.024,0.009,23,277
710,0.024,0.009,24,149
711,0.024,0.009,25,318
712,0.024,0.009,26,97
713,0.024,0.009,27,102
714,0.024,0.009,28,39
715,0.024,0.009,31,14
716,0.024,0.009,32,6
717,0.03,0.0,0,38235
718,0.03,0.0,1,98
719,0.03,0.0,2,88
720,0.03,0.0,3,15
721,0.03,0.0,4,60
722,0.03,0.0,9,36
723,0.03,0.0,14,31
724,0.03,0.001,0,110335
725,0.03,0.001,1,3230
726,0.03,0.001,2,1788
727,0.03,0.001,3,1802
728,0.03,0.001,4,1350
729,0.03,0.001,5,817
730,0.03,0.001,6,1032
731,0.03,0.001,7,914
732,0.03,0.001,8,1114
733,0.03,0.001,9,1151
734,0.03,0.001,10,873
735,0.03,0.001,11,891
736,0.03,0.001,12,774
737,0.03,0.001,13,921
738,0.03,0.001,14,716
739,0.03,0.001,15,637
740,0.03,0.001,16,1295
741,0.03,0.001,17,915
742,0.03,0.001,18,692
743,0.03,0.001,19,781
744,0.03,0.001,20,1006
745,0.03,0.001,21,741
746,0.03,0.001,22,774
747,0.03,0.001,23,272
748,0.03,0.001,24,223
749,0.03,0.001,25,347
750,0.03,0.001,26,259
751,0.03,0.001,27,109
752,0.03,0.001,28,127
753,0.03,0.001,29,140
754,0.03,0.001,30,18
755,0.03,0.001,31,2
756,0.03,0.002,0,110728
757,0.03,0.002,1,4205
758,0.03,0.002,2,2430
759,0.03,0.002,3,1415
760,0.03,0.002,4,934
761,0.03,0.002,5,1424
762,0.03,0.002,6,1100
763,0.03,0.002,7,1218
764,0.03,0.002,8,929
765,0.03,0.002,9,1088
766,0.03,0.002,10,1191
767,0.03,0.002,11,949
768,0.03,0.002,12,730
769,0.03,0.002,13,1034
770,0.03,0.002,14,1173
771,0.03,0.002,15,1155
772,0.03,0.002,16,787
773,0.03,0.002,17,929
774,0.03,0.002,18,1123
775,0.03,0.002,19,838
776,0.03,0.002,20,988
777,0.03,0.002,21,1020
778,0.03,0.002,22,695
779,0.03,0.002,23,626
780,0.03,0.002,24,551
781,0.03,0.002,25,258
782,0.03,0.002,26,241
783,0.03,0.002,27,222
784,0.03,0.002,28,187
785,0.03,0.002,29,129
786,0.03,0.002,30,167
787,0.03,0.003,0,110220
788,0.03,0.003,1,4023
789,0.03,0.003,2,1696
790,0.03,0.003,3,1964
791,0.03,0.003,4,1829
792,0.03,0.003,5,1475
793,0.03,0.003,6,1296
794,0.03,0.003,7,1402
795,0.03,0.003,8,960
796,0.03,0.003,9,1148
797,0.03,0.003,10,1211
798,0.03,0.003,11,947
799,0.03,0.003,12,920
800,0.03,0.003,13,665
801,0.03,0.003,14,793
802,0.03,0.003,15,1208
803,0.03,0.003,16,1125
804,0.03,0.003,17,942
805,0.03,0.003,18,724
806,0.03,0.003,19,759
807,0.03,0.003,20,709
808,0.03,0.003,21,823
809,0.03,0.003,22,532
810,0.03,0.003,23,562
811,0.03,0.003,24,385
812,0.03,0.003,25,647
813,0.03,0.003,26,175
814,0.03,0.003,27,173
815,0.03,0.003,28,155
816,0.03,0.003,29,18
817,0.03,0.003,30,96
818,0.03,0.004,0,109214
819,0.03,0.004,1,4210
820,0.03,0.004,2,2009
821,0.03,0.004,3,2150
822,0.03,0.004,4,1676
823,0.03,0.004,5,1639
824,0.03,0.004,6,1227
825,0.03,0.004,7,1380
826,0.03,0.004,8,1337
827,0.03,0.004,9,1190
828,0.03,0.004,10,1120
829,0.03,0.004,11,1090
830,0.03,0.004,12,1160
831,0.03,0.004,13,901
832,0.03,0.004,14,766
833,0.03,0.004,15,1111
834,0.03,0.004,16,1241
835,0.03,0.004,17,638
836,0.03,0.004,18,968
837,0.03,0.004,19,908
838,0.03,0.004,20,877
839,0.03,0.004,21,992
840,0.03,0.004,22,793
841,0.03,0.004,23,477
842,0.03,0.004,24,490
843,0.03,0.004,25,541
844,0.03,0.004,26,149
845,0.03,0.004,27,312
846,0.03,0.004,28,217
847,0.03,0.004,29,109
848,0.03,0.004,30,135
849,0.03,0.004,31,309
850,0.03,0.004,32,52
851,0.03,0.005,0,109912
852,0.03,0.005,1,3518
853,0.03,0.005,2,1698
854,0.03,0.005,3,1722
855,0.03,0.005,4,2026
856,0.03,0.005,5,1577
857,0.03,0.005,6,1907
858,0.03,0.005,7,1531
859,0.03,0.005,8,1284
860,0.03,0.005,9,1586
861,0.03,0.005,10,1205
862,0.03,0.005,11,906
863,0.03,0.005,12,883
864,0.03,0.005,13,1151
865,0.03,0.005,14,1278
866,0.03,0.005,15,1142
867,0.03,0.005,16,1302
868,0.03,0.005,17,896
869,0.03,0.005,18,819
870,0.03,0.005,19,964
871,0.03,0.005,20,974
872,0.03,0.005,21,1065
873,0.03,0.005,22,716
874,0.03,0.005,23,238
875,0.03,0.005,24,393
876,0.03,0.005,25,283
877,0.03,0.005,26,344
878,0.03,0.005,27,217
879,0.03,0.005,28,401
880,0.03,0.005,29,201
881,0.03,0.005,30,90
882,0.03,0.005,32,32
883,0.03,0.005,33,30
884,0.03,0.006,0,107723
885,0.03,0.006,1,3614
886,0.03,0.006,2,2180
887,0.03,0.006,3,2185
888,0.03,0.006,4,1802
889,0.03,0.006,5,1844
890,0.03,0.006,6,1385
891,0.03,0.006,7,1659
892,0.03,0.006,8,1065
893,0.03,0.006,9,977
894,0.03,0.006,10,1167
895,0.03,0.006,11,1151
896,0.03,0.006,12,1442
897,0.03,0.006,13,1159
898,0.03,0.006,14,1129
899,0.03,0.006,15,1167
900,0.03,0.006,16,1308
901,0.03,0.006,17,812
902,0.03,0.006,18,1085
903,0.03,0.006,19,831
904,0.03,0.006,20,1023
905,0.03,0.006,21,613
906,0.03,0.006,22,855
907,0.03,0.006,23,1058
908,0.03,0.006,24,398
909,0.03,0.006,25,552
910,0.03,0.006,26,213
911,0.03,0.006,27,213
912,0.03,0.006,28,145
913,0.03,0.006,29,105
914,0.03,0.006,30,81
915,0.03,0.006,31,72
916,0.03,0.006,32,5
917,0.03,0.006,33,26
918,0.03,0.007,0,106966
919,0.03,0.007,1,3809
920,0.03,0.007,2,2713
921,0.03,0.007,3,1954
922,0.03,0.007,4,1622
923,0.03,0.007,5,1819
924,0.03,0.007,6,1429
925,0.03,0.007,7,1138
926,0.03,0.007,8,1393
927,0.03,0.007,9,1060
928,0.03,0.007,10,1004
929,0.03,0.007,11,1584
930,0.03,0.007,12,1095
931,0.03,0.007,13,1087
932,0.03,0.007,14,792
933,0.03,0.007,15,1034
934,0.03,0.007,16,1249
935,0.03,0.007,17,1117
936,0.03,0.007,18,1709
937,0.03,0.007,19,951
938,0.03,0.007,20,1087
939,0.03,0.007,21,1127
940,0.03,0.007,22,800
941,0.03,0.007,23,404
942,0.03,0.007,24,531
943,0.03,0.007,25,358
944,0.03,0.007,26,488
945,0.03,0.007,27,496
946,0.03,0.007,28,109
947,0.03,0.007,29,65
948,0.03,0.007,30,28
949,0.03,0.007,31,6
950,0.03,0.007,32,70
951,0.03,0.007,33,45
952,0.03,0.008,0,107120
953,0.03,0.008,1,3356
954,0.03,0.008,2,2695
955,0.03,0.008,3,2395
956,0.03,0.008,4,2393
957,0.03,0.008,5,1780
958,0.03,0.008,6,1563
959,0.03,0.008,7,1054
960,0.03,0.008,8,1157
961,0.03,0.008,9,1359
962,0.03,0.008,10,852
963,0.03,0.008,11,992
964,0.03,0.008,12,787
965,0.03,0.008,13,1124
966,0.03,0.008,14,1219
967,0.03,0.008,15,1218
968,0.03,0.008,16,832
969,0.03,0.008,17,1031
970,0.03,0.008,18,1289
971,0.03,0.008,19,1072
972,0.03,0.008,20,770
973,0.03,0.008,21,1132
974,0.03,0.008,22,1123
975,0.03,0.008,23,733
976,0.03,0.008,24,383
977,0.03,0.008,25,632
978,0.03,0.008,26,704
979,0.03,0.008,27,245
980,0.03,0.008,28,158
981,0.03,0.008,29,87
982,0.03,0.008,30,49
983,0.03,0.008,31,18
984,0.03,0.009,0,107919
985,0.03,0.009,1,3180
986,0.03,0.009,2,2421
987,0.03,0.009,3,1674
988,0.03,0.009,4,1634
989,0.03,0.009,5,1376
990,0.03,0.009,6,1506
991,0.03,0.009,7,1547
992,0.03,0.009,8,1717
993,0.03,0.009,9,1419
994,0.03,0.009,10,1256
995,0.03,0.009,11,789
996,0.03,0.009,12,961
997,0.03,0.009,13,1093
998,0.03,0.009,14,1377
999,0.03,0.009,15,1226
1000,0.03,0.009,16,1126
1001,0.03,0.009,17,1336
1002,0.03,0.009,18,1586
1003,0.03,0.009,19,945
1004,0.03,0.009,20,915
1005,0.03,0.009,21,680
1006,0.03,0.009,22,687
1007,0.03,0.009,23,486
1008,0.03,0.009,24,527
1009,0.03,0.009,25,669
1010,0.03,0.009,26,297
1011,0.03,0.009,27,249
1012,0.03,0.009,28,157
1013,0.03,0.009,29,157
1014,0.03,0.009,30,66
1015,0.03,0.009,32,16
1016,0.036,0.0,0,41420
1017,0.036,0.0,1,521
1018,0.036,0.0,2,143
1019,0.036,0.0,3,39
1020,0.036,0.0,6,18
1021,0.036,0.0,8,28
1022,0.036,0.0,9,34
1023,0.036,0.0,10,19
1024,0.036,0.0,12,48
1025,0.036,0.001,0,122354
1026,0.036,0.001,1,3691
1027,0.036,0.001,2,1876
1028,0.036,0.001,3,1378
1029,0.036,0.001,4,1594
1030,0.036,0.001,5,1414
1031,0.036,0.001,6,1480
1032,0.036,0.001,7,624
1033,0.036,0.001,8,1465
1034,0.036,0.001,9,972
1035,0.036,0.001,10,1350
1036,0.036,0.001,11,1118
1037,0.036,0.001,12,1070
1038,0.036,0.001,13,1059
1039,0.036,0.001,14,852
1040,0.036,0.001,15,1321
1041,0.036,0.001,16,993
1042,0.036,0.001,17,874
1043,0.036,0.001,18,961
1044,0.036,0.001,19,989
1045,0.036,0.001,20,1001
1046,0.036,0.001,21,929
1047,0.036,0.001,22,783
1048,0.036,0.001,23,829
1049,0.036,0.001,24,916
1050,0.036,0.001,25,812
1051,0.036,0.001,26,374
1052,0.036,0.001,27,448
1053,0.036,0.001,28,220
1054,0.036,0.001,29,176
1055,0.036,0.001,30,122
1056,0.036,0.001,31,160
1057,0.036,0.001,32,96
1058,0.036,0.001,33,3
1059,0.036,0.002,0,120453
1060,0.036,0.002,1,4197
1061,0.036,0.002,2,2019
1062,0.036,0.002,3,1470
1063,0.036,0.002,4,1673
1064,0.036,0.002,5,1611
1065,0.036,0.002,6,1330
1066,0.036,0.002,7,1635
1067,0.036,0.002,8,1024
1068,0.036,0.002,9,1236
1069,0.036,0.002,10,1012
1070,0.036,0.002,11,1020
1071,0.036,0.002,12,1021
1072,0.036,0.002,13,1407
1073,0.036,0.002,14,1483
1074,0.036,0.002,15,1414
1075,0.036,0.002,16,966
1076,0.036,0.002,17,908
1077,0.036,0.002,18,951
1078,0.036,0.002,19,931
1079,0.036,0.002,20,1414
1080,0.036,0.002,21,902
1081,0.036,0.002,22,880
1082,0.036,0.002,23,669
1083,0.036,0.002,24,537
1084,0.036,0.002,25,582
1085,0.036,0.002,26,558
