,time,mig,fst
0,20,0.0,-0.0127234460364
1,20,0.0,-0.000451539200424
2,20,0.0,-0.0104004807767
3,20,0.0,0.0141786922371
4,20,0.0,-0.00511298256893
5,20,0.0,-0.0102269291408
6,20,0.0,0.000313766427115
7,20,0.0,-0.0124542415644
8,20,0.0,0.0034072721898
9,20,0.0,0.0160141927309
10,20,0.0,-0.00324908159373
11,20,0.0,-0.00222578396646
12,20,0.0,0.0143488159669
13,20,0.0,0.0138869564578
14,20,0.0,-0.00130738109161
15,20,0.0,2.50844033832e-05
16,20,0.0,0.0103171063331
17,20,0.0,-0.00783267430558
18,20,0.0,-0.00994524611353
19,20,0.0,0.000608014773217
20,20,0.0,-0.0185534866972
21,20,0.0,0.0030225530137
22,20,0.0,-0.00943292636065
23,20,0.0,-0.00920617411424
24,20,0.0,0.0204789492473
25,20,0.0,0.00348248149159
26,20,0.0,-0.00157521628692
27,20,0.0,-0.00122549619758
28,20,0.0,-0.00387344769189
29,20,0.0,-0.0100655318688
30,20,0.0,-0.003119694315
31,20,0.0,-0.0212383127506
32,20,0.0,0.0277091098639
33,20,0.0,-0.0123894548536
34,20,0.0,-0.0057938992109
35,20,0.0,0.00555724547543
36,20,0.0,0.0191161920717
37,20,0.0,0.0010768388631
38,20,0.0,0.0162812049159
39,20,0.0,0.000666144665741
40,20,0.0,-0.00685263916582
41,20,0.0,0.0173921579864
42,20,0.0,0.0146013682226
43,20,0.0,-0.00316072717813
44,20,0.0,-0.0047505062803
45,20,0.0,-0.0149153471739
46,20,0.0,0.00707363078845
47,20,0.0,0.017135369863
48,20,0.0,0.0180190968566
49,20,0.0,0.0103357830801
50,20,0.0,-0.0140335211882
51,20,0.0,0.00310444590359
52,20,0.0,-0.00464173854739
53,20,0.0,-0.00430489200481
54,20,0.0,0.00545104897737
55,20,0.0,-0.00541034703777
56,20,0.0,-0.0112603221801
57,20,0.0,-0.00198107069867
58,20,0.0,-0.00260132759127
59,20,0.0,-0.00369481171025
60,20,0.0,-0.00458834076774
61,20,0.0,-0.00569880125
62,20,0.0,0.000567476226527
63,20,0.0,-0.00348468540639
64,20,0.0,-0.00881697514846
65,20,0.0,0.00135943739638
66,20,0.0,-0.011236293431
67,20,0.0,-0.0161744655518
68,20,0.0,0.0289742799358
69,20,0.0,-0.0135908097329
70,20,0.0,-0.00589434383422
71,20,0.0,0.00499719165272
72,20,0.0,-0.00942364909598
73,20,0.0,0.0014183037809
74,20,0.0,0.0135440865689
75,20,0.0,-0.0124872946488
76,20,0.0,0.0122647981305
77,20,0.0,0.0121106772151
78,20,0.0,-0.00784914187636
79,20,0.0,-0.00983006646584
80,20,0.0,-0.0060508232896
81,20,0.0,-0.00658763330353
82,20,0.0,0.0033958489609
83,20,0.0,-0.00400244875876
84,20,0.0,0.00108573238566
85,20,0.0,-0.00318981957257
86,20,0.0,-0.00225757425826
87,20,0.0,0.0109125257955
88,20,0.0,-0.0110465560395
89,20,0.0,-0.00363872524629
90,20,0.0,-0.00369102459413
91,20,0.0,-0.00552670277029
92,20,0.0,0.00197179176024
93,20,0.0,0.0010050423376
94,20,0.0,0.000497025841328
95,20,0.0,-0.00618948540885
96,20,0.0,0.0028339927694
97,20,0.0,-0.00648737714229
98,20,0.0,-0.00550359778221
99,20,0.0,0.00287505327697
100,50,0.0,-0.0094452502094
101,50,0.0,-0.00762516238684
102,50,0.0,0.00722635577713
103,50,0.0,0.00578180616619
104,50,0.0,-0.0148951770924
105,50,0.0,-0.0121295133849
106,50,0.0,-0.0141954755622
107,50,0.0,-0.0116476262025
108,50,0.0,-0.00803984344847
109,50,0.0,-0.0161951728992
110,50,0.0,-0.00550174399876
111,50,0.0,0.00689090269071
112,50,0.0,-0.0156737588406
113,50,0.0,-0.00328433300115
114,50,0.0,-0.00526426004972
115,50,0.0,-0.00711862466868
116,50,0.0,-0.00181720622228
117,50,0.0,-0.000505125654145
118,50,0.0,-0.0114854857844
119,50,0.0,-0.00620617547361
120,50,0.0,-0.00553175309596
121,50,0.0,-0.00882666812398
122,50,0.0,-0.000206980918366
123,50,0.0,0.000734082766974
124,50,0.0,0.022099884495
125,50,0.0,0.000632442403126
126,50,0.0,0.00572384958657
127,50,0.0,-0.0101699387707
128,50,0.0,-0.00797101482247
129,50,0.0,0.00471073520224
130,50,0.0,-0.011896903675
131,50,0.0,-0.00473749510537
132,50,0.0,-0.0113296494289
133,50,0.0,0.00147660669974
134,50,0.0,-0.000953031657179
135,50,0.0,-0.00800534397971
136,50,0.0,0.00183809601031
137,50,0.0,0.00722797693033
138,50,0.0,0.00211236899512
139,50,0.0,0.00815398459107
140,50,0.0,-0.00686742793207
141,50,0.0,0.00802422421308
142,50,0.0,0.0075958587743
143,50,0.0,-0.00481234913612
144,50,0.0,0.0171138862018
145,50,0.0,0.0204502634067
146,50,0.0,-0.00450729764667
147,50,0.0,0.0193985211049
148,50,0.0,0.0263029727276
149,50,0.0,-0.00454265514142
150,50,0.0,0.0176264596711
151,50,0.0,-0.00345958139906
152,50,0.0,-0.00384091051457
153,50,0.0,-0.0170144310038
154,50,0.0,0.00698398445149
155,50,0.0,0.00117632436789
156,50,0.0,-0.000109993638642
157,50,0.0,0.00102400757262
158,50,0.0,-0.00336066075733
159,50,0.0,-0.0110892164502
160,50,0.0,0.00263329704568
161,50,0.0,0.00588436164541
162,50,0.0,-0.00908534513612
163,50,0.0,-0.00600077737537
164,50,0.0,0.00246239570951
165,50,0.0,0.00929115387382
166,50,0.0,0.0137726867934
167,50,0.0,-0.002794067171
168,50,0.0,-0.00886527816082
169,50,0.0,4.70875965231e-05
170,50,0.0,-0.00137573936193
171,50,0.0,0.00556672310226
172,50,0.0,0.00211781096097
173,50,0.0,0.00994443079006
174,50,0.0,0.010900147436
175,50,0.0,-0.0103124450299
176,50,0.0,-0.0055553056977
177,50,0.0,-0.00695256075347
178,50,0.0,0.0057740816253
179,50,0.0,-0.00635709654541
180,50,0.0,0.00244550969913
181,50,0.0,0.00350176257362
182,50,0.0,0.00285606625591
183,50,0.0,0.00155704487297
184,50,0.0,8.32761945044e-05
185,50,0.0,-0.00213064838471
186,50,0.0,0.0188221356007
187,50,0.0,0.0170175787984
188,50,0.0,-0.00378233124281
189,50,0.0,-0.00986550161167
190,50,0.0,-0.00502988352895
191,50,0.0,0.00523005162985
192,50,0.0,0.00586357067003
193,50,0.0,0.00955417710214
194,50,0.0,-0.0134347077346
195,50,0.0,0.00553131237886
196,50,0.0,-0.0131080754232
197,50,0.0,0.00803121751232
198,50,0.0,0.00600551514173
199,50,0.0,-0.00821713111944
200,100,0.0,0.0218961013335
201,100,0.0,0.0159298910814
202,100,0.0,-0.0201598678194
203,100,0.0,-0.00299781224146
204,100,0.0,-0.0103817033987
205,100,0.0,-0.00302504527943
206,100,0.0,-0.00297428624062
207,100,0.0,-0.00959284468112
208,100,0.0,0.00610103141388
209,100,0.0,0.00579776139961
210,100,0.0,0.0117537055435
211,100,0.0,-0.00331192165971
212,100,0.0,0.00491535397825
213,100,0.0,-0.0048366785637
214,100,0.0,-0.0043873652261
215,100,0.0,0.00860722981826
216,100,0.0,0.000296337578066
217,100,0.0,-0.0173316399114
218,100,0.0,-0.00433378015233
219,100,0.0,0.00338786624561
220,100,0.0,0.0037586583704
221,100,0.0,0.00950914316891
222,100,0.0,0.00368004121333
223,100,0.0,-0.021246749289
224,100,0.0,-0.0136872857024
225,100,0.0,-0.000792327323522
226,100,0.0,-0.00126664993811
227,100,0.0,0.000413750855507
228,100,0.0,0.0124739135257
229,100,0.0,-0.0072777411929
230,100,0.0,0.000237405385802
231,100,0.0,-0.00609227650234
232,100,0.0,0.001135820302
233,100,0.0,0.00957666851034
234,100,0.0,0.00239365846723
235,100,0.0,0.00830746612234
236,100,0.0,0.00257101795372
237,100,0.0,0.0561912979407
238,100,0.0,0.00319797010732
239,100,0.0,0.0223728247205
240,100,0.0,-0.000315574518233
241,100,0.0,0.00774063287833
242,100,0.0,0.00573945726357
243,100,0.0,-0.00507322327219
244,100,0.0,0.00428524718438
245,100,0.0,0.0205376440595
246,100,0.0,-0.0118929826611
247,100,0.0,0.00130486151345
248,100,0.0,0.0131674917088
249,100,0.0,0.00309584218748
250,100,0.0,0.0101730858615
251,100,0.0,0.00922665733078
252,100,0.0,-0.00177090838546
253,100,0.0,0.0095984248871
254,100,0.0,-0.000294525510188
255,100,0.0,-0.00989479597878
256,100,0.0,0.00939730824155
257,100,0.0,-0.00639936222378
258,100,0.0,0.00145730419671
259,100,0.0,0.0100963531163
260,100,0.0,0.0097152314635
261,100,0.0,-0.0104582541215
262,100,0.0,0.0141316793975
263,100,0.0,-0.0137472607992
264,100,0.0,-0.00851585973915
265,100,0.0,0.0134982507736
266,100,0.0,0.00896528615381
267,100,0.0,0.00649346722173
268,100,0.0,-0.0155579727645
